,d70,d54,d26,d18,d13,d65,d42,d50,d69,d1,d72,d6,d24,d86,d25,d39,d79,d48,d100,d34,d58,d45,d87,d62,d32,d73,d4,d36,d3,d88,d28,d76,d82,d91,d75,d85,d78,d43,d17,d80,d51,d56,d77,d11,d49,d66,d61,d30,d63,d31,d67,d19,d60,d8,d57,d37,d15,d98,d83,d92,d90,d55,d27,d93,d46,d14,d44,d64,d20,d23,d99,d12,d71,d47,d52,d97,d74,d2,d33,d21,d9,d89,d53,d7,d35,d38,d81,d5,d16,d40,d68,d29,d95,d10,d41,d94,d84,d22,d96,d59
r28,44,98,64,6,1,62,29,79,81,7,74,70,57,8,17,49,72,73,41,18,10,65,3,32,93,76,59,26,51,35,13,71,21,25,50,54,53,90,11,31,95,78,14,16,92,24,99,84,66,28,34,52,39,87,67,82,68,33,97,60,83,38,0,94,77,55,47,36,85,61,19,46,80,5,45,23,58,89,22,88,40,91,2,12,42,4,96,63,48,75,27,56,15,37,30,43,69,20,9,86
r35,32,66,25,6,28,39,41,96,18,90,48,59,36,3,72,17,8,92,11,98,88,83,20,74,77,19,62,45,24,56,51,58,5,79,14,9,81,95,44,57,29,68,21,69,60,76,73,87,93,35,49,26,15,67,38,52,10,97,84,1,4,71,30,55,16,64,91,27,33,22,86,85,0,47,53,63,78,31,34,42,50,89,99,70,82,65,43,54,46,23,7,13,75,2,80,12,61,40,37,94
r96,52,88,18,12,43,87,55,63,8,7,22,9,64,49,72,30,59,16,5,96,97,3,36,34,54,50,48,77,83,37,74,86,19,13,99,14,42,65,2,27,85,11,90,82,32,24,95,1,45,79,17,75,53,84,89,69,15,4,23,35,78,46,94,68,60,33,98,47,92,73,25,80,56,10,93,28,39,21,29,26,76,58,31,62,81,71,70,6,20,61,44,66,91,51,57,40,38,0,41,67
r65,36,87,50,69,48,49,84,63,51,20,77,32,95,28,98,83,76,81,70,4,99,90,73,5,39,8,26,93,2,33,52,30,62,38,74,16,71,31,29,53,0,10,7,6,55,22,86,60,47,75,89,13,14,72,3,46,35,45,11,56,94,1,78,91,17,37,40,59,82,19,80,23,41,96,92,68,57,12,65,15,66,67,18,25,79,88,9,24,58,61,44,43,34,21,85,42,97,54,64,27
r87,88,69,37,22,95,13,14,87,27,21,93,47,34,15,85,63,16,65,1,90,55,26,97,60,35,33,4,72,30,23,66,67,38,56,96,48,50,52,76,29,45,5,83,9,57,18,84,40,41,78,64,10,86,77,17,44,6,70,42,24,39,32,79,2,91,62,75,80,0,92,58,98,81,51,19,11,3,59,61,94,99,8,74,53,68,20,43,46,49,36,7,31,28,12,73,54,71,89,25,82
r17,77,31,51,24,87,50,84,1,42,80,89,63,72,8,98,73,9,97,58,49,13,40,27,21,18,55,83,22,14,39,33,43,57,45,20,10,37,46,2,54,66,78,85,36,88,38,32,26,41,93,30,99,35,69,95,29,82,59,53,0,47,94,61,3,96,5,65,68,56,70,52,76,75,81,44,17,64,28,19,48,79,67,60,34,74,71,62,11,15,91,4,23,90,6,86,7,16,25,12,92
r20,3,69,27,19,89,39,52,29,84,46,8,71,32,18,53,23,21,5,79,34,36,98,49,22,6,0,40,41,31,87,68,61,48,37,80,92,1,88,4,90,11,15,45,65,12,2,62,47,86,25,82,73,14,81,77,60,96,67,51,30,9,58,54,72,70,33,99,93,26,66,38,97,10,75,57,13,78,56,74,55,28,20,95,59,43,42,24,94,91,17,83,63,76,16,44,85,64,7,50,35
r80,2,0,71,46,10,19,59,98,68,79,32,20,50,52,9,33,31,49,43,37,99,47,58,54,88,7,41,62,63,21,8,57,92,55,65,29,40,70,27,11,87,81,82,76,56,42,75,3,44,12,96,4,64,94,25,13,60,18,45,85,86,66,74,93,26,91,48,97,22,23,53,73,72,80,30,17,35,95,38,84,36,69,77,61,14,34,83,78,6,24,16,28,15,89,1,67,39,5,90,51
r93,69,34,54,60,67,18,19,96,55,42,59,21,92,16,79,89,36,37,20,76,56,68,8,83,25,71,50,41,85,94,78,1,64,98,17,5,49,65,39,73,80,86,95,12,90,35,31,7,24,84,66,87,23,2,52,6,46,30,15,47,33,40,9,57,62,82,70,74,43,63,27,51,29,75,3,81,91,44,32,26,14,28,10,0,11,38,97,45,13,58,22,4,77,48,53,61,99,93,72,88
r23,70,84,91,39,60,96,10,85,34,54,35,59,28,78,1,18,44,82,22,13,98,81,68,16,51,21,24,42,41,52,89,71,17,61,88,0,90,32,77,79,23,43,99,76,9,30,45,56,48,80,69,97,87,11,15,93,25,40,5,14,92,3,26,50,57,7,53,12,74,33,19,29,75,49,66,65,2,62,27,46,63,83,31,72,4,64,55,38,36,58,86,67,20,37,73,95,47,6,94,8
r60,79,55,71,16,29,65,95,77,66,9,44,25,43,61,91,50,51,72,22,89,94,63,49,10,41,48,57,87,12,67,2,4,88,84,80,92,35,26,19,14,56,5,81,24,78,54,90,85,23,93,18,0,1,32,96,40,36,60,47,30,53,15,73,86,3,21,7,13,98,38,17,97,62,42,31,70,82,99,6,46,52,58,68,37,45,33,74,27,64,69,8,34,83,39,11,59,20,75,76,28
r52,77,92,10,2,34,38,59,17,39,95,1,12,52,15,97,23,71,48,5,68,74,56,53,33,43,96,44,64,75,86,26,42,93,57,0,76,61,98,13,70,8,90,40,20,4,51,6,91,67,35,28,27,94,82,73,14,37,3,99,47,9,84,55,89,32,19,65,78,69,21,88,87,80,31,16,11,83,45,50,41,81,46,36,49,79,30,22,66,85,24,62,63,25,60,58,7,29,72,18,54
r36,27,18,19,88,67,49,66,28,45,56,99,17,20,91,37,46,36,73,93,48,64,12,5,57,59,10,87,83,26,89,16,52,92,29,77,21,95,78,33,74,65,90,62,82,84,0,68,61,30,35,22,51,39,42,13,94,31,41,79,76,23,24,25,1,98,11,55,70,75,80,34,53,15,2,3,96,85,14,81,86,50,97,71,58,40,7,4,38,32,63,47,72,60,9,8,69,6,54,43,44
r62,43,37,86,77,42,50,13,72,78,6,83,94,96,34,68,7,23,38,56,65,82,58,70,53,57,44,30,91,75,48,62,10,67,35,4,85,12,93,32,21,17,66,69,81,79,41,74,8,80,84,14,59,33,31,15,73,87,24,47,40,25,19,92,16,97,76,49,89,0,5,29,95,22,18,9,99,52,88,60,46,45,11,63,98,27,20,28,26,55,61,90,2,39,36,3,54,64,51,1,71
r73,49,77,11,97,40,85,27,86,55,1,80,19,30,46,91,9,41,68,72,62,71,52,82,75,0,74,58,29,7,45,16,56,88,3,48,34,96,54,37,99,98,76,44,25,39,23,12,95,15,42,33,47,84,36,8,87,94,31,18,81,66,67,83,53,90,35,57,73,69,93,92,65,64,38,17,32,26,22,5,2,10,24,43,6,50,61,70,89,4,59,63,51,79,20,78,13,14,21,28,60
r4,79,54,85,84,31,32,49,75,13,6,59,95,99,46,36,65,87,72,56,90,88,25,73,27,12,51,17,70,66,7,68,81,62,63,52,19,61,5,57,16,24,60,83,35,1,67,4,45,41,21,64,96,98,80,2,44,97,93,89,38,43,91,23,76,29,82,78,39,20,77,94,28,40,26,53,8,71,47,58,0,34,3,22,69,48,50,42,15,14,55,18,10,33,9,86,74,37,11,30,92
r51,4,86,44,37,31,78,69,52,22,76,56,11,90,64,58,79,24,93,17,60,26,5,65,91,33,51,35,94,10,8,12,66,19,67,43,49,18,28,9,20,32,59,45,36,50,68,29,3,25,82,47,34,85,38,84,23,73,6,48,87,41,96,62,1,27,53,83,16,42,89,95,97,77,54,30,74,80,99,46,88,40,92,15,39,63,71,81,57,61,14,75,7,13,70,0,2,55,98,72,21
r71,54,71,11,23,27,44,64,95,13,63,80,41,58,78,73,53,40,84,72,66,32,42,69,37,12,15,82,52,28,59,51,0,88,7,1,45,89,99,26,38,68,49,62,65,16,3,30,98,17,55,5,31,85,36,70,81,29,46,92,25,61,39,50,24,96,56,97,93,14,83,94,91,86,20,9,8,47,35,57,4,75,90,77,34,19,74,43,60,48,76,21,6,79,10,87,18,22,2,33,67
r50,67,11,13,58,59,20,79,81,57,73,80,62,30,2,25,55,35,53,95,50,96,47,28,18,34,26,85,77,32,16,66,19,40,65,99,98,42,14,56,75,36,21,87,49,74,91,84,37,46,39,10,60,63,45,17,82,92,76,52,38,8,54,15,23,78,41,89,22,64,68,12,27,83,33,4,51,24,70,3,86,97,0,90,1,43,29,44,48,5,7,72,88,93,94,69,31,6,61,71,9
r91,65,21,78,91,75,90,43,72,6,93,87,46,4,56,63,12,70,64,1,22,37,67,40,15,89,29,28,42,55,0,25,77,50,96,79,94,71,60,9,80,49,54,30,8,61,85,11,69,45,86,16,97,74,7,44,99,52,98,17,57,19,24,32,3,58,34,41,26,84,81,36,53,48,62,95,13,33,66,92,73,14,82,76,47,88,35,51,39,59,83,10,23,20,18,38,31,2,5,27,68
r95,75,88,60,12,30,80,37,16,94,40,29,6,15,48,46,39,68,69,36,51,92,77,67,74,35,85,44,47,28,20,22,70,17,7,91,72,21,32,34,49,45,96,89,41,24,76,56,59,53,5,18,3,61,83,1,62,66,82,13,93,4,64,58,78,57,50,84,19,99,55,25,90,31,43,63,65,23,11,71,86,95,52,87,73,42,2,54,26,38,0,10,8,9,33,14,97,27,81,98,79
r67,5,70,59,39,57,13,60,55,56,69,77,45,9,32,90,44,34,94,49,43,42,81,87,86,25,97,54,37,71,95,26,85,92,96,88,48,10,38,19,52,61,64,11,93,40,31,47,58,98,62,8,67,20,63,22,23,17,1,50,16,66,75,65,6,84,53,89,83,41,46,3,2,15,33,14,80,99,91,7,27,76,36,28,29,30,4,68,73,0,18,51,24,82,72,12,74,35,79,21,78
r34,19,67,31,37,35,94,78,98,56,68,7,46,17,12,58,91,39,4,25,76,77,23,84,34,57,66,47,85,43,59,52,29,27,32,83,93,55,75,8,49,65,3,30,42,74,54,16,50,88,73,28,63,11,41,36,45,99,81,9,60,92,97,96,62,51,44,0,14,53,33,80,10,6,95,26,89,79,72,22,86,15,87,2,21,82,5,64,38,18,40,48,24,90,20,13,70,1,71,61,69
r11,23,2,94,77,6,54,36,68,64,72,35,44,1,41,90,99,85,76,83,21,31,78,67,25,95,14,52,96,48,70,13,38,9,28,30,39,15,8,55,24,3,69,10,61,4,66,32,60,50,65,51,53,75,87,84,43,20,59,0,71,33,16,34,57,46,17,7,22,45,86,82,89,47,26,88,63,62,5,49,12,91,92,98,74,81,29,97,27,40,80,93,18,58,11,37,79,42,56,19,73
r25,31,12,18,48,83,51,45,34,29,78,19,6,76,3,35,82,9,36,72,25,11,28,17,46,2,99,59,7,84,74,95,16,14,42,26,15,55,96,33,64,92,73,4,30,38,22,24,69,94,21,23,79,65,5,58,86,87,56,90,54,50,1,10,49,32,43,13,85,97,60,91,39,70,88,27,57,44,37,80,71,98,68,52,63,20,40,0,47,53,93,8,89,75,66,77,81,41,62,61,67
r68,40,46,74,1,77,32,96,13,22,44,30,82,12,9,73,50,14,81,39,69,18,99,58,23,34,56,35,62,89,17,42,27,33,95,8,60,53,43,24,68,86,93,59,16,88,76,4,67,55,15,78,19,28,20,25,83,6,91,37,47,71,98,0,52,92,29,57,97,70,80,72,21,65,94,36,10,41,26,31,61,63,79,54,85,2,64,87,66,75,5,49,38,7,51,45,48,90,84,3,11
r16,15,67,49,10,71,62,24,85,74,94,37,43,14,18,69,38,70,12,50,34,89,17,0,22,75,84,55,32,87,45,36,20,23,95,13,7,77,66,1,25,63,93,16,57,30,47,19,64,99,21,79,28,51,83,9,92,40,58,97,65,73,68,5,98,4,90,41,46,8,52,2,48,6,44,96,29,60,39,80,61,27,3,72,35,33,31,86,53,26,42,88,91,11,76,56,54,78,81,82,59
r3,50,78,20,17,5,25,32,10,37,53,14,28,42,69,96,45,89,30,99,74,56,43,70,71,72,3,1,49,12,40,9,33,75,35,11,77,73,86,94,88,47,48,83,54,55,6,95,90,44,2,93,34,60,61,64,52,19,8,23,87,13,7,81,4,79,68,51,21,27,76,66,85,29,0,41,39,57,31,15,38,91,65,26,62,98,46,58,84,63,24,97,82,80,18,36,16,59,67,92,22
r83,26,45,72,89,11,64,46,71,93,12,0,87,98,40,91,17,20,52,58,60,96,36,82,70,88,83,25,30,61,99,28,29,76,94,42,92,74,77,18,37,14,49,27,95,54,57,79,3,48,55,41,15,6,62,31,13,4,23,43,53,90,56,86,80,10,35,81,84,9,2,75,7,16,39,5,22,47,8,59,44,66,85,19,65,68,24,50,69,1,32,63,51,73,38,97,34,67,21,33,78
r9,83,78,87,93,49,44,72,79,71,22,67,55,16,23,46,52,39,85,66,92,81,28,24,82,7,73,1,64,38,15,60,84,88,43,18,36,51,47,4,14,12,45,13,63,58,32,99,69,86,3,29,37,74,31,25,40,77,0,75,8,34,19,59,53,50,76,48,10,20,41,61,89,9,30,21,90,80,62,42,2,54,27,95,98,11,17,56,33,96,68,70,5,65,6,97,26,57,35,91,94
r63,7,67,19,86,75,63,83,42,93,36,81,53,12,61,25,54,2,44,82,35,21,51,85,74,13,98,50,91,31,99,23,88,84,33,52,46,49,60,9,4,96,6,20,8,15,32,34,78,59,41,11,94,62,71,76,37,66,22,58,5,72,14,92,3,89,64,17,30,24,26,28,47,38,27,69,55,48,57,39,0,29,18,80,43,70,68,73,10,77,1,16,45,90,97,95,65,87,79,40,56
r48,9,5,56,30,28,73,25,58,60,48,3,53,82,23,27,40,93,69,88,33,74,89,59,1,77,36,11,26,29,42,61,8,16,54,24,44,72,38,64,62,20,57,7,76,19,79,15,47,81,63,50,98,85,39,95,92,32,52,55,86,21,34,51,31,71,90,0,66,49,99,84,67,91,75,45,68,17,43,14,6,96,37,22,35,87,70,65,97,41,18,2,13,10,80,78,94,12,4,46,83
r26,97,44,35,1,72,4,36,3,67,38,54,46,87,31,12,11,32,37,58,56,26,61,82,79,84,90,27,24,83,76,13,20,52,2,88,42,51,45,95,16,75,86,66,25,21,71,98,96,57,29,47,68,28,5,60,85,18,91,15,50,10,8,19,77,63,94,55,92,89,23,64,74,6,80,17,39,73,99,48,59,49,33,30,40,65,81,93,34,7,14,9,70,41,22,69,43,0,78,53,62
r69,52,50,86,42,33,63,35,57,73,0,8,46,67,55,10,30,41,97,11,59,19,70,61,20,47,38,37,23,7,95,34,29,13,99,60,58,79,89,80,24,96,83,15,84,81,9,40,90,2,92,3,75,12,87,27,93,56,21,18,88,32,26,44,91,71,98,77,64,22,31,16,25,17,62,66,39,51,5,48,76,53,82,72,78,45,6,94,14,85,28,49,65,43,1,68,69,36,4,74,54
