,r44,r25,r49,r39,r84,r15,r13,r70,r29,r36,r62,r92,r99,r17,r85,r83,r78,r89,r21,r45,r97,r31,r1,r26,r88,r55,r82,r96,r57,r16,r47,r69,r30,r100,r93,r65,r35,r27,r20,r23,r68,r2,r4,r40,r8,r41,r61,r95,r50,r5,r10,r90,r43,r24,r73,r54,r75,r22,r94,r32,r52,r79,r18,r64,r33,r19,r72,r98,r56,r58,r48,r80,r71,r63,r87,r53,r81,r60,r74,r86,r67,r7,r91,r76,r6,r38,r37,r77,r3,r28,r12,r9,r46,r11,r51,r34,r42,r14,r66,r59
d49,34,91,24,16,43,89,76,55,62,86,42,47,22,25,2,27,84,61,39,33,51,49,53,66,45,92,20,6,75,21,44,79,13,0,36,14,54,78,10,98,93,8,72,37,48,12,65,57,9,63,52,5,73,11,74,3,97,23,67,26,41,50,81,64,35,58,60,30,96,56,15,17,94,99,29,32,88,40,7,46,19,4,68,90,69,77,80,85,95,83,31,18,38,87,70,71,59,82,1,28
d41,58,65,86,42,44,27,7,28,84,23,50,29,26,69,82,88,48,74,76,55,97,18,14,98,45,66,51,64,78,75,61,71,20,62,35,43,31,56,57,33,21,94,46,59,52,63,81,5,12,41,16,85,3,40,32,38,89,68,1,10,54,37,96,39,30,60,8,24,93,47,9,19,90,72,77,99,17,70,22,11,25,95,79,6,67,91,87,49,80,4,53,36,2,92,13,73,34,83,0,15
d70,46,31,7,87,51,70,32,39,58,77,80,98,10,29,54,27,5,6,78,62,82,83,18,11,19,76,25,64,41,9,42,93,92,33,3,22,89,53,1,48,52,61,37,94,99,55,91,43,97,79,23,20,75,67,44,15,14,21,71,86,85,90,36,81,66,8,28,95,60,17,12,68,13,63,26,84,30,96,49,74,88,65,69,73,40,56,50,0,2,16,34,35,59,47,45,38,57,72,4,24
d7,35,12,66,27,58,80,18,33,6,90,47,56,93,65,76,36,78,92,95,5,39,67,2,75,54,4,48,84,3,38,85,69,9,83,57,28,32,62,23,98,22,15,64,96,44,77,21,40,59,29,68,45,14,52,17,88,13,37,43,41,0,82,61,8,42,7,30,46,53,19,94,1,31,86,97,16,70,91,79,99,73,89,74,72,51,60,26,11,63,20,81,50,34,10,55,24,25,87,71,49
d58,2,89,20,75,76,62,23,95,88,82,54,61,28,50,44,59,14,3,83,66,78,39,55,5,19,12,80,33,21,13,91,90,64,58,97,93,68,84,4,9,96,38,26,49,69,40,29,65,81,74,57,41,24,27,45,34,0,25,73,67,70,87,99,11,77,6,7,35,16,17,71,63,37,47,1,53,85,36,42,94,48,60,86,31,46,22,32,8,15,18,51,98,56,79,10,30,52,92,72,43
d89,42,88,38,26,81,73,44,25,32,64,63,99,12,0,78,5,24,15,4,92,74,35,71,66,70,91,83,67,34,13,10,93,14,58,69,11,30,40,68,36,98,28,27,95,2,96,19,87,85,7,72,39,17,50,84,37,31,62,43,49,48,80,57,47,55,65,18,21,59,90,3,54,45,46,29,41,23,76,82,89,52,77,56,97,22,1,51,75,20,33,9,53,86,6,61,8,79,16,94,60
d57,75,54,22,63,26,13,12,25,50,10,79,65,24,35,91,67,96,46,93,45,74,34,78,85,7,4,87,28,71,99,81,31,66,82,2,38,44,56,41,62,3,59,48,68,40,15,94,73,92,0,29,16,90,76,1,11,27,88,72,77,83,6,23,60,37,51,47,49,30,32,8,52,58,69,9,20,5,64,95,43,89,39,55,97,86,57,36,21,84,53,70,17,42,80,18,61,19,98,14,33
d5,87,39,92,68,12,35,36,32,28,5,4,8,54,7,1,63,66,85,77,22,33,65,89,60,29,10,55,80,42,57,91,38,11,23,49,93,21,73,98,27,3,61,46,72,97,53,13,43,83,0,9,69,51,50,20,62,24,84,64,94,82,79,26,76,70,19,56,30,75,25,16,59,2,71,34,90,14,48,78,81,74,47,58,52,31,44,67,40,41,99,88,6,96,86,17,18,15,37,45,95
d93,59,57,2,68,19,87,42,55,63,33,73,46,93,86,66,39,16,30,82,37,75,7,24,76,60,47,1,41,29,88,72,85,38,14,95,77,5,8,9,69,79,49,51,31,28,21,18,27,44,10,11,61,91,64,17,53,96,84,12,78,45,92,70,25,81,74,94,4,80,58,23,71,0,65,26,48,56,20,34,98,35,32,97,54,67,13,22,62,43,3,50,90,6,15,99,83,52,40,89,36
d44,16,73,3,81,47,51,25,48,52,83,80,32,69,91,22,4,5,97,13,85,88,7,42,44,12,89,8,18,77,98,76,64,31,66,74,87,95,30,20,50,40,24,93,26,94,1,62,27,21,79,14,70,61,2,53,90,41,65,58,63,56,99,23,43,11,28,84,75,72,39,9,54,60,10,82,37,67,92,96,36,45,17,19,0,49,15,33,57,34,86,59,68,55,46,6,35,78,38,71,29
d3,80,39,49,13,79,20,34,51,38,46,24,26,64,56,57,87,73,71,72,89,41,19,42,2,37,60,90,76,92,0,98,12,36,78,70,9,96,62,52,83,85,14,16,28,54,29,30,8,77,58,40,95,11,44,27,47,75,68,99,93,55,48,23,43,18,10,67,33,86,15,74,6,94,3,17,81,53,31,25,5,69,21,59,61,32,22,1,65,97,50,91,88,82,35,66,84,4,7,63,45
d22,45,46,51,47,90,77,27,17,20,19,3,91,11,86,80,93,68,18,79,67,65,50,58,22,63,62,33,88,35,29,76,30,10,36,64,78,40,1,52,41,59,44,23,75,83,69,24,32,96,99,6,2,12,94,55,16,7,28,57,38,71,21,31,81,43,42,97,37,70,92,9,82,26,87,0,60,73,53,5,34,8,13,56,66,49,14,72,98,74,54,15,61,39,48,84,89,25,4,85,95
d80,57,39,1,14,90,18,34,75,15,76,80,5,31,4,86,42,92,6,66,21,63,19,69,8,77,24,78,62,81,29,70,73,97,79,56,36,20,30,55,46,53,17,32,84,71,88,72,94,98,28,95,64,27,68,45,82,2,16,41,54,10,37,83,26,49,13,99,25,96,23,38,91,43,40,65,3,87,47,58,0,93,51,61,22,60,59,44,11,33,89,50,12,48,52,74,35,9,67,7,85
d99,1,99,30,79,17,36,60,3,83,41,67,0,47,4,81,26,49,37,14,76,40,8,21,10,13,52,42,70,80,57,7,31,54,22,24,9,84,28,6,53,20,73,35,59,97,23,58,11,87,48,56,39,38,93,34,65,64,51,94,90,15,75,19,71,55,61,85,95,46,5,2,16,66,33,91,72,74,68,29,69,78,62,50,45,12,82,43,98,92,25,96,44,88,86,77,63,89,27,18,32
d97,46,4,99,0,32,43,26,13,87,5,14,66,90,51,39,76,85,8,83,57,30,75,64,91,12,56,73,19,80,11,3,35,88,45,65,21,77,81,22,61,97,1,24,98,78,40,70,50,38,82,71,6,60,69,44,37,42,49,47,18,79,67,55,62,63,28,7,54,96,52,17,36,27,20,94,74,53,89,93,23,72,48,41,16,86,84,31,25,95,92,68,10,59,29,33,9,2,34,58,15
d9,86,40,5,0,39,3,84,8,66,32,85,41,9,73,23,27,38,88,31,43,99,25,35,95,42,90,64,26,16,18,15,29,89,79,12,93,57,30,14,80,2,1,63,74,97,62,37,51,54,48,61,83,28,91,69,70,98,49,81,56,33,59,50,92,76,60,17,10,78,47,45,72,24,22,19,71,65,20,7,94,36,6,77,68,53,87,82,58,96,75,67,11,21,4,52,44,55,34,13,46
d24,69,33,46,54,37,44,73,99,97,36,6,61,57,89,24,27,90,40,25,34,31,28,93,96,63,50,84,85,41,3,22,71,8,29,16,20,91,66,18,56,32,9,68,7,75,12,42,39,67,95,79,86,94,70,78,59,87,21,76,2,81,1,83,35,64,47,98,65,5,45,30,72,51,52,43,10,13,60,82,77,80,55,48,4,0,92,62,58,14,23,11,38,17,88,26,53,49,19,15,74
d52,49,43,51,40,44,36,23,89,72,15,52,82,59,11,90,57,85,84,8,79,6,87,95,1,75,7,41,98,13,42,61,17,60,55,20,29,67,56,81,99,76,83,39,10,91,63,34,3,64,53,77,47,48,68,12,18,27,50,62,25,24,97,46,65,31,74,66,22,71,9,33,80,19,93,21,96,2,88,38,94,86,73,92,32,5,28,54,37,45,4,26,35,16,14,30,69,0,58,78,70
d45,89,17,13,24,56,26,0,74,71,99,59,5,54,68,67,69,76,1,36,73,60,12,20,50,25,77,55,37,92,29,22,86,19,40,23,84,87,57,75,31,32,21,18,9,33,78,44,96,27,80,85,3,93,8,66,94,42,58,7,43,81,34,64,2,98,52,45,83,53,16,14,38,46,91,15,4,47,79,65,62,51,90,82,72,88,11,35,6,95,10,48,39,49,30,70,28,41,97,63,61
d67,88,56,63,57,80,90,40,65,36,15,45,19,44,85,58,8,53,97,78,20,77,73,55,41,14,87,43,29,50,35,17,64,83,70,1,33,9,93,91,24,28,7,96,30,79,6,11,94,12,25,16,51,49,86,23,31,37,89,75,72,76,92,21,38,67,39,68,60,47,0,3,84,5,10,71,22,69,48,26,99,18,46,13,34,59,66,61,27,4,32,62,81,74,2,54,52,42,98,82,95
d59,45,68,9,15,40,96,76,65,87,0,82,55,63,97,94,71,47,60,2,56,31,14,70,35,48,49,22,53,83,98,74,44,50,81,33,85,17,28,52,26,64,93,37,19,39,61,23,88,72,5,58,30,57,4,32,67,69,11,12,21,46,95,99,25,84,79,80,24,29,7,91,38,77,10,42,3,89,20,51,90,27,41,62,1,6,92,73,54,13,43,86,66,34,16,8,75,78,36,18,59
d39,16,80,28,52,56,71,45,8,48,35,42,10,34,30,88,1,27,84,64,95,33,9,3,79,41,82,55,60,46,74,21,96,44,75,62,20,87,72,63,7,81,23,43,65,49,94,54,4,85,13,14,37,68,29,36,58,15,25,39,24,91,61,59,31,6,98,93,53,40,47,2,11,67,22,32,76,66,38,50,99,12,97,0,5,19,92,18,83,77,89,26,70,69,86,17,57,78,73,90,51
d32,36,10,97,39,61,95,37,12,58,25,91,33,35,49,8,44,56,6,83,63,73,3,46,74,98,20,99,57,72,55,64,84,32,76,43,22,18,94,26,53,41,11,96,29,0,52,82,68,42,38,60,93,85,28,4,80,89,66,71,24,17,87,5,9,79,31,21,70,81,19,34,13,86,54,1,88,65,27,77,16,15,47,59,90,2,75,92,14,45,62,48,23,50,30,78,67,51,69,40,7
d30,40,77,23,56,27,33,25,51,52,79,4,34,24,45,75,68,64,62,37,86,49,69,60,97,9,67,10,32,47,58,22,18,57,70,0,63,98,2,96,71,61,94,15,55,88,43,91,53,66,36,73,85,38,80,42,46,87,50,26,90,76,84,82,29,89,65,11,19,81,39,59,28,12,44,78,54,74,48,99,20,1,8,13,72,93,95,7,30,21,14,16,5,17,31,83,6,3,35,92,41
d1,77,98,12,52,59,60,44,89,6,13,70,10,96,82,91,68,83,40,16,22,72,50,80,46,20,56,51,5,99,30,78,14,88,75,94,23,43,84,95,7,9,21,2,47,90,73,53,45,37,54,24,87,8,65,76,41,38,17,67,62,31,4,0,55,27,85,1,29,57,11,61,48,97,19,74,3,33,66,42,36,58,64,71,92,32,28,69,86,81,15,25,34,35,18,26,39,93,49,63,79
d47,96,76,42,47,67,41,21,16,44,89,5,60,28,36,10,69,51,25,74,34,87,53,8,88,78,54,50,9,18,15,32,6,7,29,33,26,24,73,98,64,59,66,37,30,3,23,84,13,92,79,77,86,1,93,2,56,91,65,39,31,35,55,17,45,72,75,52,40,48,61,12,27,99,58,90,82,43,81,83,20,4,95,85,49,62,57,0,14,68,71,63,19,22,38,94,97,80,11,70,46
d79,57,21,49,59,82,54,31,6,77,17,71,22,3,60,81,58,66,12,5,25,96,73,72,88,26,35,99,8,70,18,94,45,50,56,90,16,47,32,76,91,68,67,7,20,78,89,92,2,41,30,62,69,53,28,95,93,43,87,79,10,27,40,38,4,84,65,13,63,51,80,97,86,75,19,39,85,14,55,46,83,44,1,34,37,64,15,33,52,9,11,48,24,61,36,42,98,29,0,74,23
d33,0,49,55,56,68,27,43,24,8,44,81,47,11,15,39,38,53,22,72,19,87,57,89,85,34,80,14,88,17,97,35,42,98,16,63,18,92,76,90,41,77,6,2,62,66,83,26,46,5,21,45,10,79,59,31,84,23,25,96,69,70,86,40,3,9,64,78,28,99,7,50,4,54,74,75,48,65,91,30,52,12,36,58,60,51,61,94,33,95,71,82,67,93,37,32,29,13,20,73,1
d76,37,73,65,53,9,95,42,96,35,39,10,32,94,67,88,54,87,72,51,89,19,82,77,20,91,3,46,76,81,29,41,84,43,21,59,57,11,98,80,66,22,28,18,85,78,71,64,1,15,24,8,31,4,62,0,60,27,6,23,58,33,44,75,5,55,93,36,38,49,52,45,83,61,47,30,69,97,86,34,48,90,40,7,63,50,74,12,25,2,17,99,92,70,68,56,16,14,13,79,26
d42,94,90,71,12,14,47,15,87,59,41,43,54,65,91,40,20,2,18,89,36,38,23,50,25,7,37,92,17,76,1,96,97,0,31,95,72,70,62,67,11,85,93,8,32,84,82,55,69,35,49,83,99,77,22,10,66,26,60,98,5,75,28,4,42,53,79,51,74,34,13,44,19,52,57,88,39,46,63,30,86,56,16,21,64,78,6,3,33,61,27,9,81,45,68,48,73,80,58,24,29
d64,50,45,88,5,69,89,48,67,15,64,26,23,14,91,33,58,99,57,25,11,84,81,53,62,68,4,70,61,83,29,24,54,10,51,8,94,28,19,36,39,85,97,12,59,56,77,76,42,27,98,9,18,80,75,72,20,2,17,79,46,96,32,87,78,3,47,7,65,21,44,43,22,63,35,49,40,82,93,37,34,60,13,95,16,73,41,52,30,6,38,1,74,92,66,55,86,71,90,0,31
d55,62,49,69,6,85,46,23,58,74,76,92,97,56,54,80,73,81,93,17,72,94,45,20,64,66,50,14,51,84,52,7,71,10,63,44,5,53,68,12,67,87,8,60,79,96,11,78,89,88,27,48,82,91,25,9,70,77,26,19,3,29,31,16,59,55,61,41,24,4,65,33,43,90,83,1,0,18,98,99,37,22,86,47,34,2,32,39,15,21,40,42,75,38,28,95,35,57,13,36,30
d37,51,31,10,57,80,84,38,24,94,36,55,73,21,29,16,59,47,48,6,27,95,50,77,22,7,41,82,34,74,61,18,78,92,39,62,90,8,44,0,76,70,64,46,54,13,32,96,88,87,4,23,65,20,63,58,66,15,28,30,52,33,97,91,2,60,99,35,11,83,68,69,53,40,14,98,26,45,9,75,79,5,25,71,85,81,19,37,42,56,1,93,67,17,86,72,49,43,3,12,89
d78,92,81,86,54,11,18,97,10,8,55,93,29,99,24,30,33,62,69,80,6,40,96,14,7,47,17,87,79,59,0,36,42,74,12,2,82,75,1,31,61,13,89,98,64,77,50,43,94,66,85,3,48,58,9,53,72,38,37,70,83,49,27,16,90,21,67,25,76,22,71,60,23,45,19,78,20,91,51,57,63,88,68,15,34,44,32,28,95,26,39,46,52,84,73,56,4,65,41,35,5
