,r45,r86,r49,r82,r22,r36,r73,r75,r88,r33,r43,r40,r7,r56,r63,r5,r94,r59,r1,r67,r100,r91,r8,r87,r24,r85,r58,r42,r23,r12,r13,r77,r50,r14,r17,r15,r66,r20,r71,r18,r4,r89,r93,r80,r51,r11,r41,r55,r21,r29,r99,r27,r78,r81,r30,r68,r35,r26,r92,r62,r9,r2,r57,r48,r47,r64,r3,r31,r69,r72,r44,r54,r37,r83,r60,r53,r76,r25,r95,r74,r98,r52,r28,r38,r97,r61,r6,r32,r79,r34,r90,r10,r96,r84,r65,r39,r19,r16,r70,r46
d78,72,60,21,3,95,27,15,97,85,62,29,24,55,82,1,76,38,17,22,74,53,36,39,87,51,88,31,32,7,52,10,96,68,6,46,8,86,35,25,83,92,98,19,50,89,54,37,69,93,65,67,84,0,14,23,40,80,5,58,79,75,43,63,57,73,33,44,30,4,56,34,41,81,91,16,47,66,12,26,78,71,42,94,64,2,20,61,13,28,48,90,99,70,18,11,59,45,9,77,49
d8,25,29,27,26,79,21,30,23,99,37,1,15,83,81,31,89,84,28,82,7,18,69,13,88,87,93,68,32,39,51,40,58,60,41,65,56,70,77,78,4,57,6,95,17,63,52,19,35,55,14,75,97,38,98,72,12,67,36,86,80,16,59,64,33,85,73,53,22,71,74,9,34,90,61,10,24,94,45,62,44,20,3,46,91,66,2,76,11,50,96,49,43,47,5,8,92,54,48,0,42
d6,54,56,53,28,60,63,80,99,23,85,78,14,52,38,62,48,25,33,59,87,82,30,32,16,36,10,49,2,98,96,47,70,8,43,20,64,19,17,81,12,86,24,18,97,29,9,3,84,57,50,66,72,4,40,6,92,58,46,91,71,74,5,93,11,13,42,21,22,39,89,0,7,69,65,31,68,73,41,76,94,45,77,55,35,1,95,15,75,37,61,27,67,83,90,79,51,88,44,34,26
d17,25,97,93,28,4,94,92,96,89,74,5,65,21,56,58,20,82,72,47,9,17,0,8,79,80,26,91,42,98,44,99,55,34,31,14,39,59,62,19,27,43,51,46,64,81,32,40,95,66,60,24,69,71,23,1,84,41,3,83,90,37,33,61,45,50,67,70,30,6,18,53,29,12,75,10,49,52,63,77,35,22,57,68,86,15,7,13,78,38,36,16,11,87,54,88,76,48,85,73,2
d20,75,82,42,87,51,74,80,47,64,76,17,66,58,54,50,5,94,49,30,79,12,83,70,39,57,44,67,78,84,56,77,7,25,1,73,91,43,16,36,69,92,71,19,52,13,85,60,41,26,6,89,65,0,33,37,31,20,61,11,22,4,10,68,86,95,96,99,2,97,88,8,45,81,53,48,27,21,23,14,3,59,24,90,35,63,40,28,93,62,98,9,46,32,29,15,72,18,55,38,34
d38,12,0,32,56,18,3,8,87,82,86,98,90,6,69,83,78,64,35,2,63,39,48,33,29,91,20,95,62,36,30,22,75,57,10,65,71,37,27,92,11,54,94,16,67,19,72,43,77,45,61,59,41,24,40,7,44,42,73,84,66,60,49,47,85,21,58,99,14,34,74,79,23,1,31,52,13,96,97,25,50,5,38,15,17,46,28,4,53,80,89,76,93,70,81,55,88,26,9,68,51
d54,48,69,65,9,39,77,23,56,2,16,41,4,51,33,94,44,21,8,68,1,6,24,64,32,90,88,28,53,85,71,55,36,50,95,42,26,61,59,0,27,38,93,12,29,19,17,34,84,57,43,31,99,74,52,37,78,22,98,3,11,96,45,54,76,70,87,82,14,58,97,86,92,30,91,46,60,73,83,47,10,49,5,72,7,79,89,40,80,20,35,81,66,13,67,75,18,63,62,15,25
d93,16,48,97,10,56,80,24,61,69,39,8,79,63,47,67,44,96,18,91,17,38,7,26,89,34,13,4,41,98,51,82,2,12,95,50,57,27,37,20,28,35,72,45,60,75,52,55,29,1,93,92,62,58,84,94,43,15,23,78,66,30,49,81,42,3,90,87,99,33,73,85,21,6,14,11,64,86,19,54,88,59,83,9,5,40,22,36,25,68,71,53,46,76,74,31,32,70,0,77,65
d69,31,17,5,15,49,69,1,2,44,35,57,24,88,4,47,50,65,23,0,93,48,95,75,52,84,79,3,6,20,22,94,71,27,67,45,99,42,56,68,36,86,62,82,55,76,77,63,85,39,90,92,73,25,37,16,12,97,19,91,33,74,87,60,89,13,9,59,41,43,34,78,64,14,70,80,83,26,58,40,72,7,81,32,51,54,29,21,38,66,61,30,28,46,18,96,53,10,98,8,11
d86,19,15,24,82,5,16,1,13,36,99,26,91,74,3,41,65,54,97,33,51,27,72,98,64,43,73,81,56,37,60,75,94,85,10,49,53,2,42,79,96,68,35,39,93,70,62,67,80,50,25,83,7,4,95,78,22,21,20,18,38,17,89,11,9,47,6,14,63,90,58,8,23,30,71,88,52,12,76,55,29,69,31,46,57,59,77,40,84,48,28,34,86,87,66,44,0,45,92,61,32
d7,95,96,39,41,45,37,74,58,87,46,15,84,80,90,67,36,40,82,54,86,16,30,62,34,42,8,14,57,26,91,28,72,29,17,27,12,1,92,60,81,21,5,65,52,38,69,49,32,99,77,6,75,89,94,83,44,24,25,61,88,56,63,85,7,35,79,68,0,70,4,47,33,97,31,78,50,71,43,2,10,11,53,66,51,20,64,55,19,23,73,9,76,93,18,13,22,48,98,59,3
d27,64,35,21,56,48,70,59,4,18,60,24,33,93,10,90,1,98,71,79,99,86,2,46,13,22,55,96,85,12,77,40,94,31,57,43,25,44,78,63,66,49,97,39,15,42,28,89,37,54,8,20,83,26,36,72,29,73,27,47,82,95,30,51,45,6,67,92,23,87,69,16,52,3,17,0,19,50,38,53,62,74,76,80,91,5,34,81,68,65,41,75,88,9,61,14,7,11,32,84,58
d22,60,69,19,50,62,61,82,66,91,25,20,30,63,35,53,71,26,40,18,79,83,73,41,37,10,59,80,95,8,77,36,76,27,90,67,32,49,28,47,52,34,54,17,87,56,2,6,13,88,12,4,24,39,55,46,51,16,14,31,3,75,85,57,15,42,81,1,92,33,74,23,68,0,96,22,98,38,89,48,84,78,58,45,65,97,11,86,9,5,7,70,99,72,29,43,93,94,44,64,21
d35,6,39,62,95,4,93,12,69,77,13,98,0,8,61,3,14,83,87,19,37,45,75,99,74,82,90,70,97,60,28,76,2,59,16,79,80,23,33,78,56,5,43,94,15,48,31,32,81,36,24,64,38,25,54,66,63,68,44,22,27,41,58,67,34,49,26,21,86,10,85,57,17,55,11,42,72,71,91,88,52,92,7,84,30,29,35,96,53,9,18,65,46,20,1,51,47,73,89,40,50
d10,60,6,49,27,77,84,15,22,3,32,16,29,21,88,94,42,62,40,85,75,53,46,98,95,64,50,83,41,55,51,79,30,10,9,25,91,4,17,44,14,96,89,43,1,70,66,93,20,78,71,74,61,0,54,34,48,38,68,87,69,5,72,28,86,31,65,39,12,92,52,37,99,80,2,7,76,24,45,23,36,82,13,18,67,11,90,33,73,97,58,26,63,47,81,56,59,19,35,8,57
d49,44,51,58,96,54,37,52,61,55,47,34,99,7,5,66,63,35,87,68,30,60,11,83,89,91,94,56,2,16,86,93,10,21,39,85,9,33,79,73,65,23,0,92,74,28,82,59,64,3,57,84,48,12,50,36,67,45,81,77,49,88,72,71,25,27,41,90,69,46,43,32,40,78,19,1,95,8,17,13,24,14,70,80,4,53,38,98,76,26,97,20,15,75,22,31,29,6,62,18,42
d83,79,19,93,37,14,85,32,52,6,80,90,3,38,4,65,43,36,35,91,7,46,63,62,5,77,1,31,15,95,99,40,92,25,71,58,45,18,22,60,17,88,47,29,2,81,61,53,89,55,11,76,20,82,57,56,28,67,34,33,96,73,23,24,72,59,75,13,12,42,74,86,27,39,84,54,94,30,48,64,9,83,97,87,69,51,8,68,49,10,41,66,70,21,16,98,44,50,26,78,0
d12,89,82,81,48,44,91,30,46,83,76,88,10,28,45,26,27,70,90,98,43,75,36,85,42,33,23,65,14,9,80,95,92,84,52,56,78,94,40,59,12,93,3,58,19,34,16,18,47,17,32,72,39,38,68,79,15,57,66,49,13,73,24,51,54,29,64,55,74,69,5,97,41,0,6,86,21,8,25,31,71,4,35,61,7,53,87,99,11,62,50,60,37,20,67,22,2,77,63,96,1
d3,6,94,11,1,62,2,10,30,78,53,44,70,8,74,43,52,63,56,12,97,80,38,42,21,24,34,86,35,99,85,25,46,72,32,57,7,60,95,93,41,75,48,27,28,69,47,81,23,15,71,87,64,92,89,9,61,26,79,67,18,58,91,4,76,49,83,66,59,50,5,37,36,31,19,65,73,45,55,17,84,14,22,3,33,51,88,13,54,90,77,68,20,82,96,98,0,29,40,39,16
d73,10,77,99,63,8,41,5,33,69,30,61,22,2,55,79,71,46,91,27,92,9,4,34,48,98,95,75,28,32,24,62,3,52,26,36,20,88,47,85,80,68,81,16,43,97,87,89,70,84,96,29,45,86,11,39,31,23,21,90,40,66,18,42,57,49,56,38,78,82,59,35,19,6,73,12,83,17,93,14,25,72,37,74,67,94,53,7,58,76,51,13,44,1,54,0,15,65,50,60,64
d18,79,2,41,46,65,80,38,5,0,68,78,95,83,11,34,32,14,76,99,98,37,61,89,39,81,23,31,53,26,25,87,59,51,16,64,24,84,47,82,17,28,54,90,97,13,73,63,48,67,71,18,3,56,69,44,57,22,42,74,40,8,86,35,27,72,60,43,7,62,10,4,1,85,9,94,96,45,36,50,20,30,58,29,33,49,21,6,55,92,77,91,93,15,75,70,88,19,52,66,12
d26,20,64,51,9,3,61,58,78,40,67,96,5,10,65,17,99,52,30,29,62,75,81,11,93,71,0,88,77,34,35,90,19,79,4,95,92,7,48,98,25,43,84,66,38,8,26,42,80,73,86,2,59,47,82,97,27,23,55,44,6,69,53,76,15,16,68,89,85,22,60,37,39,56,36,50,33,41,12,28,21,46,1,45,91,63,24,14,31,83,49,94,18,13,54,32,57,74,70,87,72
d34,27,31,75,98,72,34,18,12,54,64,70,42,50,0,23,4,77,47,85,82,21,76,16,91,36,3,22,81,67,30,48,56,83,94,93,43,25,71,53,6,69,7,35,79,87,96,66,61,45,44,78,29,46,32,65,33,55,63,37,84,40,97,14,86,15,28,38,2,58,8,10,19,24,5,90,95,39,11,99,26,73,68,88,89,41,49,62,59,60,1,57,52,51,20,80,17,92,74,13,9
d51,29,26,23,55,59,98,9,63,64,83,48,68,7,85,56,36,96,71,81,58,76,0,14,73,79,60,78,52,82,65,72,54,1,4,21,67,27,97,6,37,62,61,57,32,89,92,43,50,87,94,40,44,77,12,31,28,88,69,2,22,93,25,33,46,90,70,95,80,24,17,84,41,11,30,13,75,18,42,99,66,19,3,8,15,38,5,16,39,51,49,10,74,53,34,35,20,45,86,47,91
d87,17,97,88,90,65,11,40,33,14,37,51,66,63,81,25,77,96,71,58,60,73,69,75,26,9,82,13,49,48,19,5,89,53,68,99,52,72,24,56,83,1,78,61,16,94,0,84,43,80,22,2,27,55,4,46,42,8,21,35,31,62,76,15,47,54,70,36,18,59,29,95,86,7,38,92,30,93,79,98,28,85,91,87,6,44,41,20,50,34,32,3,74,39,67,10,64,57,45,23,12
d44,69,68,42,31,26,11,92,76,12,74,36,90,61,73,49,78,29,27,21,9,34,66,19,45,91,88,58,55,93,14,2,41,24,62,40,35,38,13,15,94,99,50,85,86,32,48,63,70,72,97,22,47,43,52,67,17,46,79,96,80,30,3,18,64,60,44,98,4,77,83,84,23,75,59,51,5,89,65,8,0,37,81,53,16,56,33,54,7,28,20,1,39,25,10,82,6,87,71,95,57
d24,40,99,7,27,28,56,89,88,66,41,19,17,6,85,73,86,90,35,3,55,9,72,49,23,51,22,92,12,58,69,34,43,75,70,39,80,33,62,50,74,2,11,18,84,61,96,65,0,95,53,26,98,59,52,60,76,1,44,93,94,8,15,24,10,37,16,13,68,20,83,64,46,48,79,67,32,4,5,47,25,63,77,29,87,97,71,82,78,42,31,21,57,45,54,38,91,30,81,14,36
d70,43,47,0,62,23,97,79,13,44,51,67,94,61,86,84,19,69,12,92,78,39,83,82,80,34,30,28,35,96,6,88,1,57,18,48,15,77,52,9,60,55,10,20,71,53,75,11,42,26,64,76,41,49,98,45,25,33,5,85,21,73,54,37,99,59,32,27,38,40,90,56,93,24,29,72,70,17,68,31,95,46,87,89,3,91,81,14,16,63,58,4,36,22,8,2,66,7,50,65,74
d25,54,62,1,58,13,98,9,37,83,19,5,85,45,38,3,77,82,59,26,76,69,60,81,79,41,27,39,10,52,12,44,34,14,64,87,67,36,61,30,40,35,25,95,16,96,6,48,28,80,53,42,20,43,65,32,68,17,88,22,51,89,84,57,55,63,70,86,93,31,46,11,23,49,33,73,94,72,97,15,71,24,75,8,74,90,78,21,91,29,47,56,4,92,0,99,50,18,2,66,7
d45,29,89,92,18,33,31,39,10,73,84,64,50,83,36,57,97,43,69,70,71,78,42,45,47,68,66,52,5,91,72,56,60,55,95,54,49,32,46,85,74,16,67,94,24,17,77,51,65,96,99,93,90,2,25,30,81,75,4,20,44,48,22,15,6,11,35,40,37,12,76,27,1,59,3,13,63,8,38,98,80,23,0,87,79,9,88,62,41,61,34,28,7,26,21,53,82,14,86,58,19
d91,47,86,76,57,60,45,7,21,34,73,14,29,44,65,46,12,64,79,11,74,95,39,56,42,75,38,35,90,1,52,71,43,83,69,59,40,27,98,19,63,97,81,2,28,99,68,78,17,51,82,61,80,31,96,0,22,9,88,50,5,66,85,30,72,8,49,4,25,37,48,36,6,77,92,91,62,41,94,13,10,15,70,87,55,53,89,93,32,20,33,54,26,84,23,67,58,3,16,24,18
d40,15,47,70,32,74,22,79,84,20,21,86,50,85,13,61,11,34,93,45,98,16,78,63,14,88,52,49,69,58,28,4,25,2,77,60,90,5,17,27,55,97,44,76,19,72,94,36,68,89,18,75,53,73,39,41,30,1,66,43,92,95,65,82,3,56,0,96,48,99,33,8,37,51,80,59,40,23,87,42,6,71,62,35,12,57,67,31,46,9,10,91,29,54,83,64,81,26,7,38,24
d41,55,42,78,68,86,0,43,85,26,24,60,65,50,63,9,75,17,8,27,37,11,84,47,90,99,96,74,20,22,94,54,92,80,97,30,13,61,89,91,21,69,38,77,58,49,31,35,72,33,16,3,82,44,19,39,1,76,14,10,23,6,5,36,59,81,53,56,29,32,18,71,79,41,88,66,98,51,52,12,93,2,40,46,67,57,15,25,64,87,62,95,45,83,4,28,48,73,34,7,70
d4,47,59,46,26,21,65,41,32,44,49,43,24,53,1,13,2,27,50,99,38,74,62,61,71,77,95,29,81,6,76,96,98,66,93,88,10,60,4,9,68,58,12,64,7,3,36,35,42,55,16,25,14,92,8,34,5,84,75,82,23,30,19,51,40,97,56,83,91,63,69,18,39,28,57,52,31,0,72,79,94,15,54,45,48,89,33,85,37,87,80,70,73,90,17,86,22,11,67,20,78
