,d87,d23,d15,d60,d25,d99,d8,d3,d33,d11,d32,d56,d70,d45,d75,d9,d79,d92,d55,d61,d78,d89,d82,d86,d18,d48,d4,d73,d40,d5,d57,d35,d7,d98,d63,d97,d100,d34,d85,d1,d14,d59,d29,d52,d58,d36,d84,d6,d46,d51,d42,d64,d2,d74,d67,d83,d77,d43,d91,d81,d50,d76,d54,d41,d65,d37,d26,d31,d47,d24,d17,d21,d20,d49,d30,d44,d19,d93,d27,d72,d38,d94,d12,d88,d13,d28,d62,d39,d96,d22,d10,d95,d90,d80,d69,d68,d66,d53,d71,d16
r25,48,5,94,8,14,86,92,79,61,63,4,57,23,88,81,21,51,69,74,89,17,38,2,35,56,72,1,37,78,90,64,95,58,28,42,7,75,15,33,29,66,67,47,44,65,93,39,34,50,40,18,43,45,19,9,62,52,85,25,20,73,68,3,83,59,87,27,80,97,96,26,54,31,91,32,12,82,49,77,13,53,84,16,10,41,6,24,22,36,11,70,99,0,98,30,46,76,60,71,55
r58,30,3,23,78,19,84,4,91,71,57,40,60,61,55,5,33,75,76,85,39,44,9,26,47,74,1,21,64,27,58,98,11,6,43,88,10,28,72,12,69,56,49,86,95,53,22,31,13,16,24,8,20,7,62,67,73,90,82,48,93,50,87,70,96,41,42,77,68,29,32,18,89,92,63,34,0,38,52,94,17,51,65,14,99,79,25,80,83,97,45,37,15,2,46,54,66,81,36,35,59
r37,18,71,58,83,30,65,15,91,49,78,50,36,37,51,90,81,74,11,22,79,84,27,5,52,20,68,19,13,16,82,41,87,0,77,45,53,4,67,12,23,43,99,94,2,98,28,55,96,8,7,9,93,88,48,6,39,85,24,14,21,62,86,26,61,69,56,32,31,34,10,75,46,64,72,66,25,73,70,29,17,1,92,89,80,59,40,44,47,42,95,54,63,97,3,33,76,35,38,57,60
r50,18,44,6,90,70,48,75,36,9,39,10,89,56,12,40,62,54,19,78,94,13,2,7,52,28,67,15,57,63,14,96,33,84,0,60,71,21,98,97,64,30,93,85,77,25,82,3,99,69,58,22,24,76,88,65,72,91,95,26,49,27,92,29,86,37,5,35,79,53,73,32,50,16,41,55,20,83,17,1,87,42,74,46,11,43,47,23,51,66,34,45,8,61,31,4,59,38,80,81,68
r60,99,7,84,49,76,93,59,24,11,13,54,83,52,23,73,45,77,43,42,6,48,64,2,82,62,90,5,44,32,71,36,85,20,61,3,35,81,0,70,14,1,10,25,4,31,17,56,92,16,75,80,95,28,39,60,74,78,58,72,91,18,26,37,19,66,38,30,65,34,15,53,46,22,29,69,40,96,67,94,87,63,47,89,12,9,88,79,51,68,8,27,41,98,33,57,50,21,97,86,55
r6,26,6,40,59,69,96,81,98,0,92,14,88,70,44,17,73,2,93,63,86,79,78,95,41,52,23,48,62,13,58,51,94,3,89,85,49,83,45,90,56,35,36,87,24,97,47,60,53,7,21,22,43,25,12,10,54,65,50,29,15,30,9,66,82,75,61,5,19,42,39,33,20,37,32,28,16,64,84,46,74,72,31,68,4,38,27,91,55,80,99,18,1,77,11,76,67,34,71,57,8
r44,99,46,71,92,96,95,89,98,38,72,10,79,44,69,23,39,19,57,1,87,63,74,58,8,18,42,29,27,86,28,13,47,56,88,97,34,12,7,14,61,41,90,78,59,66,65,22,93,30,25,3,67,48,60,80,43,32,31,55,5,6,52,16,81,40,0,45,21,51,82,49,84,2,62,26,37,77,15,9,17,91,64,4,36,68,53,94,76,75,35,73,83,24,20,70,33,11,50,54,85
r20,79,22,5,82,7,85,35,33,96,6,14,69,38,68,13,11,23,74,51,78,15,9,32,30,56,66,65,71,58,60,2,50,98,26,0,10,99,47,61,19,59,91,90,46,80,31,54,43,45,75,83,34,27,41,67,16,95,20,48,24,92,17,86,87,44,97,73,3,37,53,93,81,4,21,72,62,36,84,88,94,18,29,28,63,52,40,64,1,8,76,57,42,49,39,89,25,12,70,55,77
r51,52,26,36,16,87,44,21,91,45,43,67,23,12,51,92,46,93,7,76,30,98,75,20,81,17,86,73,4,58,65,9,19,56,78,97,15,28,53,79,57,1,69,99,66,60,31,32,54,37,50,85,96,8,62,5,70,68,64,33,90,25,40,88,13,0,55,80,48,29,24,95,35,89,39,84,34,59,3,74,10,14,61,22,47,27,72,11,38,49,2,42,94,18,83,6,63,41,77,71,82
r92,1,12,93,52,46,18,74,88,90,25,36,28,44,99,33,37,56,86,73,82,9,43,60,97,55,54,11,75,19,95,63,80,21,30,64,14,72,91,3,24,10,69,81,22,39,31,89,17,70,48,38,65,79,66,61,7,20,67,23,50,62,40,98,4,0,51,53,58,34,59,27,13,68,35,42,5,8,6,26,57,87,85,76,77,92,45,49,41,29,84,83,47,15,16,32,2,96,71,78,94
r4,44,97,21,58,81,85,69,9,47,91,92,28,11,74,54,51,87,14,19,1,82,50,34,23,5,8,38,99,32,40,2,62,93,95,36,52,18,29,25,41,76,43,59,67,68,90,63,70,73,13,55,66,17,65,12,71,79,61,56,98,75,10,53,15,60,6,89,39,78,24,30,22,49,77,26,3,46,48,94,20,35,31,72,88,33,16,80,64,86,37,96,27,45,83,57,84,42,0,7,4
r62,97,39,54,89,9,53,3,67,6,63,50,59,33,66,24,64,86,60,25,31,12,73,30,13,85,28,78,80,70,29,5,56,94,61,79,74,72,88,36,2,0,17,26,81,27,32,90,58,23,34,4,21,38,52,20,87,1,93,42,19,57,51,35,7,18,95,55,40,71,15,11,47,75,43,76,91,14,92,96,62,37,22,44,45,77,99,48,83,68,41,16,69,49,8,82,65,46,84,10,98
r95,65,3,0,7,11,42,38,66,68,32,21,89,90,51,81,35,55,24,69,54,67,60,18,37,22,34,53,40,91,74,75,77,36,70,71,23,98,78,39,92,33,12,49,46,5,15,29,52,13,58,30,79,19,97,62,72,48,28,85,84,26,76,2,20,80,99,50,31,27,9,96,41,56,86,87,63,8,14,45,25,93,88,1,95,44,10,43,47,64,94,82,6,17,57,4,59,16,61,83,73
r23,32,25,90,97,68,83,66,17,27,21,67,88,77,48,9,52,10,75,16,93,86,65,58,64,0,4,60,82,63,33,62,55,85,40,7,12,81,46,2,70,87,1,6,80,24,22,36,14,57,78,51,38,95,50,20,54,18,15,72,92,49,96,19,76,94,8,39,41,13,26,45,79,11,89,53,42,59,91,37,56,34,43,28,3,99,98,44,31,74,23,71,73,69,30,35,84,61,5,47,29
r90,51,39,9,14,3,36,97,6,49,84,63,92,83,47,23,45,30,70,25,1,50,58,96,12,77,41,56,52,59,7,65,67,57,44,5,46,81,21,32,99,78,82,88,75,54,74,22,90,85,35,31,15,28,34,55,38,64,20,24,66,11,91,42,62,71,72,68,27,16,80,94,69,2,86,89,93,40,95,76,87,60,79,4,53,33,18,43,98,8,17,29,10,73,37,61,0,26,13,48,19
r84,93,33,95,76,77,45,94,79,44,36,90,40,62,56,42,65,20,37,63,2,4,29,75,8,24,60,54,0,5,9,15,7,64,58,13,91,12,86,50,73,35,6,26,72,43,68,70,85,83,71,16,52,39,55,11,98,23,59,32,38,19,99,1,48,46,34,17,21,61,97,3,30,92,82,51,25,49,10,88,57,81,87,31,67,80,69,53,47,66,78,96,84,74,22,41,28,27,89,14,18
r56,55,47,12,13,77,53,31,66,76,27,10,8,72,41,51,30,16,7,88,21,97,87,89,48,65,37,33,1,29,2,28,62,35,67,80,93,50,26,85,15,91,42,64,25,40,24,63,95,0,36,81,70,75,68,58,46,44,82,84,79,69,49,34,96,9,99,22,43,60,92,6,39,78,71,83,57,5,59,73,14,56,19,94,38,98,52,54,23,74,4,90,61,45,20,17,86,3,32,18,11
r34,9,80,68,58,13,32,67,57,73,16,85,83,51,42,88,78,77,5,39,4,30,26,54,43,55,97,37,28,96,17,64,95,8,31,35,74,20,38,91,0,71,14,6,10,7,36,2,40,63,60,76,84,29,45,53,50,75,12,65,61,93,52,87,49,82,19,22,98,66,23,92,27,44,99,34,94,3,89,41,18,56,62,81,1,21,47,79,69,24,86,90,15,70,46,25,72,11,48,33,59
r9,0,7,71,75,11,66,23,34,13,86,36,9,92,52,59,91,67,55,33,12,37,56,94,20,53,6,31,78,38,63,18,47,88,95,83,21,5,16,24,2,84,60,62,44,8,57,51,76,68,61,85,40,14,3,80,46,97,32,48,27,81,65,74,26,93,4,29,82,98,70,54,42,25,35,89,19,64,30,79,43,72,99,45,10,17,15,1,58,87,73,96,69,77,90,41,22,28,39,50,49
r80,81,66,17,45,86,16,73,18,6,54,59,33,14,48,49,92,69,72,90,19,40,80,50,9,71,29,91,75,79,39,5,53,95,37,63,94,64,4,34,55,97,96,20,7,22,21,35,24,38,74,8,89,2,12,67,52,13,31,27,25,30,43,99,3,1,62,87,36,77,44,23,10,65,61,0,15,46,32,76,58,41,70,42,47,88,60,68,83,93,57,56,51,11,98,78,28,26,85,82,84
r15,84,38,27,92,53,30,21,87,68,82,98,62,1,43,88,50,97,61,42,56,10,5,6,86,60,9,7,95,51,96,14,41,77,79,80,46,39,26,78,24,69,4,65,17,57,47,81,75,0,36,70,67,8,19,3,31,16,11,55,29,45,35,58,12,90,85,15,59,93,76,49,74,48,63,2,34,22,37,20,54,94,13,52,25,83,33,44,23,32,73,91,18,72,66,40,64,28,89,71,99
r79,84,27,39,40,47,2,51,85,42,89,59,53,34,86,10,98,4,35,50,75,21,73,61,79,48,19,87,67,32,31,99,41,29,74,92,13,56,46,93,90,70,26,57,83,6,52,24,15,16,0,97,64,95,80,44,18,17,23,45,7,25,66,60,78,63,37,72,12,43,14,3,81,8,91,76,77,33,94,69,54,88,49,65,55,96,36,5,38,82,11,20,1,68,62,71,30,58,9,22,28
r26,93,50,8,64,68,85,32,81,60,34,16,41,27,14,92,76,20,74,40,89,0,28,69,23,48,46,67,52,17,96,66,54,65,4,35,30,75,3,11,86,87,84,21,43,33,83,18,97,44,37,31,24,57,7,9,70,12,79,1,56,88,63,58,94,90,42,25,26,61,72,73,15,36,77,71,5,29,78,99,38,6,95,39,91,62,22,51,49,82,2,47,10,19,80,13,98,55,59,45,53
r22,29,42,56,82,86,49,62,46,16,31,52,4,11,48,87,71,93,10,50,30,13,94,78,14,6,43,22,85,66,91,23,32,65,97,25,45,79,18,44,41,60,24,51,0,80,7,38,39,99,2,54,67,75,59,21,92,33,98,1,89,69,34,58,83,5,8,88,84,28,36,27,35,77,3,81,40,68,53,96,64,90,37,95,47,9,55,63,57,15,20,12,72,19,70,61,17,73,26,74,76
r99,82,97,65,96,24,38,6,46,52,86,81,5,72,92,54,95,87,12,11,80,29,4,34,23,64,55,73,2,48,60,17,69,62,63,19,31,3,0,8,56,50,59,21,49,10,61,15,7,9,45,20,30,13,25,32,22,94,27,40,42,28,88,78,16,43,90,53,85,44,68,39,58,70,71,84,66,41,79,51,14,99,76,83,33,91,36,74,18,67,47,57,1,93,35,26,75,77,98,89,37
r53,14,77,69,54,44,29,35,81,26,93,62,22,65,42,97,58,84,59,19,49,96,1,45,20,53,64,80,37,61,41,56,0,8,72,11,51,89,13,55,17,68,23,6,5,74,28,38,24,67,71,63,47,50,90,2,43,16,32,76,75,25,9,98,57,66,4,15,18,86,78,95,83,87,91,73,82,7,30,79,60,12,40,27,99,46,39,52,70,31,36,34,92,94,88,3,48,85,33,21,10
r98,47,5,42,16,84,52,2,39,89,98,70,92,78,41,88,48,7,75,19,28,93,94,67,45,33,86,44,66,87,53,83,63,73,21,38,30,76,99,6,43,69,57,55,29,68,20,35,58,32,40,0,36,24,50,95,26,17,96,4,74,61,14,13,10,85,64,23,34,60,54,11,72,1,51,82,62,27,65,80,12,56,77,25,9,79,46,97,18,22,8,91,37,71,59,31,15,81,49,3,90
r39,49,63,50,21,71,92,90,16,33,41,70,60,67,89,46,79,96,36,80,7,31,10,17,57,1,48,22,68,51,40,2,95,99,88,14,81,5,54,25,83,85,8,91,19,97,52,24,87,9,18,28,93,76,37,62,55,42,59,35,58,44,74,82,4,3,30,0,32,27,13,11,75,53,73,26,98,56,38,45,65,20,61,86,15,23,94,69,12,78,39,72,43,47,29,6,77,66,84,34,64
r91,25,0,15,18,48,3,96,89,7,41,19,35,57,26,23,45,70,91,72,12,56,36,75,90,28,77,87,6,73,67,76,97,59,37,53,94,85,52,34,8,44,68,63,38,88,17,10,61,40,66,14,29,43,20,86,39,64,51,71,55,22,78,69,74,16,27,81,99,93,31,30,80,9,83,62,82,2,54,49,47,79,33,1,32,95,13,46,42,65,4,5,50,58,98,21,11,24,84,60,92
r5,66,63,9,85,72,0,25,70,7,33,94,91,43,20,74,23,99,37,10,68,54,18,49,32,6,46,62,29,83,28,86,50,60,38,48,8,55,98,22,36,87,95,24,90,26,17,56,75,40,30,11,39,58,42,88,12,14,52,93,19,69,81,4,61,65,21,71,82,80,73,57,51,3,97,13,53,16,77,64,78,96,15,45,44,59,76,2,84,92,27,34,35,47,89,79,41,5,31,1,67
r38,15,7,89,86,34,40,45,0,88,28,3,63,48,49,27,68,13,77,9,57,2,91,90,35,23,96,51,21,37,65,8,66,6,17,80,22,93,31,62,33,60,11,1,42,76,81,5,24,43,74,82,55,46,79,44,73,52,39,84,32,83,72,50,36,4,71,59,56,26,12,67,69,30,18,70,64,78,25,38,99,14,10,54,87,61,29,94,41,97,75,20,53,58,85,98,16,95,19,92,47
r69,32,98,47,31,17,42,35,19,8,69,83,46,93,51,65,63,74,14,80,92,81,0,41,95,78,52,59,18,87,15,6,12,30,13,40,20,76,23,77,62,72,55,48,84,73,60,50,88,29,99,85,4,1,33,34,86,26,11,68,90,16,97,28,37,57,38,58,96,79,24,56,36,70,67,66,5,25,61,82,53,9,71,89,43,49,75,3,44,94,45,21,27,54,2,7,39,22,10,64,91
r45,39,99,67,94,19,12,68,58,78,28,70,47,52,57,34,98,95,8,86,37,48,43,16,89,61,17,2,83,97,66,82,13,51,38,32,40,24,74,11,69,87,7,35,71,20,90,30,91,42,29,22,63,21,64,85,65,36,81,55,14,15,93,33,73,44,79,41,88,50,4,1,54,84,53,9,10,59,80,62,76,46,77,60,5,23,27,72,26,6,31,49,0,45,75,56,25,92,96,3,18
r14,41,30,76,63,79,25,97,29,37,80,67,98,10,24,77,74,56,40,94,85,65,31,46,88,6,23,51,50,43,84,87,60,66,83,18,26,35,32,3,52,71,81,90,39,93,92,21,70,38,49,17,68,89,15,53,16,62,14,11,57,4,8,96,27,22,13,5,34,95,42,73,61,45,78,44,28,1,33,59,86,19,2,58,82,12,64,9,69,91,0,54,47,72,36,75,20,99,55,48,7
