,d37,d34,d76,d70,d25,d20,d88,d14,d92,d63,d83,d75,d36,d43,d31,d57,d50,d33,d1,d98,d60,d40,d51,d47,d77,d3,d18,d95,d93,d54,d9,d69,d7,d80,d2,d91,d56,d67,d84,d94,d99,d23,d86,d79,d24,d13,d73,d35,d44,d19,d85,d6,d72,d52,d46,d17,d100,d61,d32,d4,d62,d15,d65,d8,d22,d39,d28,d78,d90,d10,d68,d71,d38,d87,d81,d45,d53,d30,d82,d48,d5,d27,d12,d96,d26,d42,d16,d49,d59,d66,d58,d89,d21,d41,d97,d55,d29,d74,d64,d11
r98,92,5,27,89,45,1,48,37,3,71,73,14,68,85,24,43,83,88,84,9,97,36,11,44,18,30,64,93,22,55,94,20,47,81,82,40,77,8,54,35,33,0,60,51,87,74,2,65,59,12,58,25,10,96,86,66,38,79,46,62,19,56,99,4,15,41,7,61,6,76,17,50,28,75,49,72,67,31,53,42,69,80,91,63,32,21,52,78,70,26,98,13,39,34,90,95,16,57,29,23
r5,63,86,22,46,91,25,43,29,90,96,35,95,3,62,89,65,2,61,80,5,36,15,52,59,67,23,64,6,31,7,1,8,26,44,77,9,24,74,85,83,53,33,17,99,50,60,69,66,13,45,81,37,40,16,39,19,21,92,56,73,55,51,0,20,79,12,28,48,82,41,98,78,70,14,68,49,57,76,42,58,47,88,84,54,93,72,30,11,10,71,18,38,27,32,34,94,97,87,4,75
r54,50,53,89,33,96,43,59,78,42,99,65,72,54,7,70,92,23,8,94,34,66,60,18,62,52,82,12,24,81,39,49,19,86,3,11,41,20,64,30,76,38,16,85,45,68,57,69,36,31,35,0,63,48,67,87,32,14,73,10,74,26,46,1,5,95,84,13,91,2,77,97,6,58,40,71,47,27,93,21,9,83,4,44,55,88,15,29,17,61,51,79,22,37,80,98,90,56,75,25,28
r72,42,37,46,74,88,61,54,44,8,7,38,2,23,69,56,30,20,4,59,67,80,91,66,14,68,26,60,41,31,16,49,6,76,18,77,52,9,25,19,50,55,78,53,33,93,72,95,10,86,73,21,92,63,15,28,34,84,48,96,99,40,71,97,45,32,83,62,27,12,11,43,17,47,81,51,36,70,79,64,13,1,85,22,82,87,3,29,65,24,98,57,58,35,90,75,39,94,5,0,89
r62,13,73,16,34,59,93,29,35,21,94,74,92,1,49,54,71,9,61,19,88,23,41,5,3,60,8,50,26,53,85,51,81,72,31,80,56,22,98,27,17,86,30,90,32,7,99,25,4,91,14,28,40,70,18,96,83,67,37,64,65,12,36,89,55,43,87,44,76,63,77,45,84,97,57,75,11,48,66,62,46,10,2,38,58,24,68,69,52,20,95,33,78,79,47,39,82,6,42,15,0
r67,55,45,11,13,33,44,83,67,5,53,92,96,73,20,26,95,70,42,28,30,6,74,19,10,25,84,66,31,89,3,48,14,36,51,24,82,32,34,37,86,90,23,22,41,68,64,56,38,12,91,62,88,0,61,21,65,29,76,87,35,85,79,49,1,43,78,60,71,94,58,7,47,40,8,50,93,18,57,97,80,54,99,27,4,98,2,15,59,17,81,69,63,9,52,77,16,46,75,72,39
r6,90,95,69,18,7,13,87,93,36,8,11,23,46,88,35,12,51,86,50,77,32,59,31,29,55,16,99,1,78,28,40,89,5,67,24,66,72,30,76,38,83,84,45,94,98,96,48,92,65,14,58,85,26,74,21,9,62,60,2,80,22,47,82,10,54,20,79,19,81,73,68,34,64,75,41,33,25,6,0,71,56,42,52,57,63,27,91,61,53,3,44,97,43,39,49,17,37,4,70,15
r34,50,97,73,47,20,51,54,39,63,4,19,11,25,10,82,5,90,13,53,41,86,38,79,98,32,45,55,35,74,34,36,88,0,48,52,62,7,70,26,12,72,58,76,81,15,30,69,56,23,99,92,60,96,83,14,17,27,1,33,65,95,2,93,75,84,40,89,16,37,85,21,68,87,3,6,66,29,8,94,78,59,18,80,64,44,57,22,42,28,71,9,46,91,61,49,67,24,43,31,77
r1,42,33,10,63,78,29,35,8,45,91,38,34,62,68,59,24,84,56,64,5,96,93,31,75,41,90,86,55,28,26,16,20,79,60,17,23,58,65,22,53,47,69,49,95,44,83,43,89,40,13,50,51,87,12,9,81,32,70,18,6,30,39,4,27,74,72,97,88,99,73,1,52,3,15,71,98,14,67,54,66,36,37,76,25,46,11,2,21,85,7,77,48,82,80,92,57,61,94,19,0
r69,25,53,10,32,62,1,60,17,9,34,67,43,68,3,65,30,58,38,90,21,81,27,78,42,76,82,55,73,18,88,6,8,98,61,31,7,91,26,14,83,66,12,79,59,96,41,0,92,37,49,5,20,11,2,77,99,46,97,16,50,69,35,24,89,33,44,75,95,72,85,48,19,74,47,64,93,28,71,39,80,84,15,63,29,86,22,40,45,23,94,52,54,70,13,4,51,56,57,36,87
r36,17,31,84,45,68,16,99,88,42,15,22,38,19,63,37,62,2,39,8,40,71,1,81,34,52,79,87,51,26,28,85,80,89,64,75,97,82,30,86,90,91,46,13,7,56,57,55,58,66,50,21,3,4,48,67,10,53,44,20,93,92,69,33,96,29,94,76,0,60,61,98,77,11,70,35,73,65,54,43,49,83,5,36,12,41,9,27,18,32,14,23,24,25,47,6,74,59,78,95,72
r79,80,28,14,71,66,83,55,74,25,99,26,35,34,24,58,65,86,63,41,44,82,81,77,59,48,68,1,87,45,38,54,57,91,89,64,39,50,78,49,15,67,93,95,23,5,76,17,75,18,42,4,30,9,85,12,79,92,16,90,27,36,51,10,3,47,37,53,13,8,56,33,40,20,32,31,62,7,6,22,94,69,84,2,98,73,43,11,97,88,72,60,0,70,96,46,19,21,61,29,52
r33,53,87,57,12,56,84,7,85,16,98,86,33,34,2,4,17,97,82,59,0,11,43,73,99,91,41,70,77,65,83,64,62,5,89,38,6,72,21,81,26,10,13,71,75,22,15,90,14,29,76,88,52,79,74,63,50,32,37,27,96,25,24,36,94,47,48,20,69,68,45,23,54,18,28,66,55,93,30,95,1,40,61,35,46,58,67,78,19,42,31,39,8,3,92,49,80,44,9,60,51
r10,34,67,46,74,35,38,57,80,73,11,6,65,55,77,63,20,97,62,86,84,95,81,22,85,49,10,0,99,17,94,76,60,13,66,3,37,59,15,72,21,1,24,96,64,52,31,43,93,40,88,19,53,54,48,41,25,89,56,27,23,70,91,61,90,16,5,42,18,26,83,50,71,4,30,51,12,78,69,39,8,2,47,44,58,79,7,32,45,82,9,36,14,28,29,87,68,98,75,92,33
r39,52,54,21,96,41,35,86,9,19,6,83,66,87,25,70,30,68,98,72,43,22,82,74,44,78,75,14,36,29,4,79,67,8,73,77,48,31,47,84,39,62,15,51,3,28,69,61,90,94,33,91,40,20,11,12,63,18,7,0,42,71,49,45,95,89,56,88,99,92,23,81,97,5,26,34,38,76,24,27,64,53,2,1,59,13,50,93,17,57,58,65,10,46,85,16,60,32,80,37,55
r53,88,50,58,78,38,7,82,22,63,9,15,69,29,41,34,16,76,97,75,84,1,96,60,0,39,53,30,26,6,23,87,32,93,81,2,70,46,42,8,45,65,5,62,14,21,92,37,44,95,86,77,59,49,48,25,61,67,91,11,83,89,79,33,80,36,10,52,28,20,98,47,72,19,54,55,31,24,57,3,99,12,51,71,73,4,35,64,17,90,94,85,13,43,68,18,27,40,66,74,56
r22,90,87,58,88,28,66,54,14,69,46,65,71,31,11,5,12,8,80,68,45,33,2,18,7,32,39,19,37,47,83,44,93,99,72,64,79,0,1,78,56,77,86,9,49,92,48,70,75,26,38,51,6,73,21,63,16,29,35,85,67,43,97,17,10,94,91,36,95,41,82,60,4,23,20,81,30,61,76,22,52,15,62,50,42,3,40,13,89,98,59,57,53,84,55,96,74,27,24,25,34
r82,31,5,92,3,48,1,26,39,69,57,2,95,73,37,78,14,45,56,98,53,25,10,59,75,74,8,84,28,82,17,61,63,51,52,20,90,66,81,94,47,79,80,15,7,70,40,32,22,96,86,24,33,88,34,18,21,30,12,43,97,19,91,85,9,64,49,29,46,55,50,60,42,58,67,41,65,72,38,23,62,99,77,11,87,44,76,27,35,4,83,13,68,16,6,0,89,93,36,54,71
r56,18,15,85,14,62,96,20,70,7,71,54,30,23,52,82,40,13,95,97,77,89,35,93,25,47,80,17,43,69,76,66,26,84,6,38,59,41,53,10,65,34,83,94,22,2,19,46,11,60,27,33,37,44,72,57,1,58,55,16,81,24,32,75,67,88,79,50,0,28,8,86,73,42,61,90,64,92,74,12,21,45,51,29,5,36,31,48,99,56,87,39,91,4,9,78,63,68,3,98,49
r16,31,12,5,38,80,42,53,96,81,8,23,41,43,33,15,49,72,98,87,30,28,68,85,36,26,39,71,63,95,11,58,78,17,79,97,70,14,29,61,50,24,73,51,65,52,19,69,62,84,27,94,45,82,10,13,6,64,7,55,34,91,57,46,44,99,88,74,67,16,54,89,92,59,9,76,1,93,0,4,75,56,3,35,77,83,21,22,32,25,2,20,86,47,40,90,37,60,18,48,66
r31,78,32,55,46,88,93,40,7,95,81,87,9,64,14,57,28,30,34,69,0,90,8,52,94,70,86,79,4,96,62,72,29,25,6,11,99,48,91,2,73,24,89,92,47,37,36,3,49,20,50,10,61,60,97,65,98,53,41,15,44,31,43,71,26,76,63,84,54,17,66,80,33,13,45,56,58,83,68,1,42,77,75,74,5,18,67,12,38,16,21,82,23,27,39,35,19,85,59,51,22
r84,42,28,51,14,87,64,34,56,1,62,96,89,61,58,10,99,83,53,85,79,20,67,95,70,93,55,38,71,69,94,76,63,37,46,32,97,48,22,54,41,24,0,44,15,75,50,7,17,84,98,9,2,49,59,90,11,52,91,26,77,30,72,29,36,73,16,19,13,31,23,33,45,27,3,5,78,80,40,21,82,68,60,47,43,57,66,81,86,18,12,25,39,6,65,8,4,92,35,74,88
r100,50,4,42,56,11,53,58,95,61,70,21,96,54,15,88,92,74,52,22,81,59,43,46,84,10,98,9,97,13,71,18,87,24,67,27,44,75,77,14,99,28,86,51,62,33,82,12,26,31,40,93,64,65,68,38,19,66,45,73,78,0,20,89,80,17,1,5,29,47,85,6,16,23,25,55,57,91,35,8,37,72,41,83,32,34,69,36,48,79,90,3,63,60,2,94,7,76,39,30,49
r17,19,16,58,15,78,22,96,71,84,98,10,94,42,82,36,51,49,38,92,17,2,0,50,26,48,66,90,73,88,77,4,81,59,46,31,65,56,45,25,35,86,14,70,85,54,64,53,1,21,24,32,40,69,47,37,41,11,5,87,74,12,20,8,93,63,75,9,83,44,62,3,7,95,60,55,33,89,52,30,97,28,34,99,23,43,91,79,27,68,80,39,76,6,72,61,67,57,29,13,18
r93,11,41,3,0,14,75,89,51,40,69,1,33,85,7,30,4,68,42,34,97,61,59,15,31,19,53,80,70,88,12,86,55,2,35,32,25,54,65,21,43,39,78,84,13,94,57,74,73,82,49,60,50,63,56,8,93,47,99,46,77,26,18,20,71,81,5,83,91,95,52,10,72,38,66,29,44,76,16,24,67,96,23,90,48,22,58,6,37,17,87,28,79,45,64,62,98,9,92,27,36
r74,10,6,33,39,11,56,31,30,62,92,5,94,18,95,81,77,63,38,51,61,60,57,75,9,13,20,96,19,43,44,2,65,88,23,66,55,0,72,52,68,27,67,29,41,3,84,48,74,53,76,35,14,89,21,37,82,59,50,47,91,49,64,4,46,87,28,26,45,7,90,99,83,25,32,98,42,8,22,73,15,54,71,80,34,97,12,85,1,93,36,24,40,78,70,58,17,79,86,16,69
r61,9,88,36,20,63,81,37,21,27,32,52,89,74,1,86,25,92,50,70,84,35,98,5,61,97,51,26,99,71,46,14,16,77,23,28,29,66,38,34,64,59,79,72,30,73,15,78,42,82,62,75,0,44,10,43,60,68,2,18,87,65,67,45,58,69,33,8,93,24,83,55,12,41,3,6,13,91,4,49,80,19,56,76,95,48,85,31,40,39,57,22,94,90,54,47,96,11,7,53,17
r9,73,28,89,12,0,71,42,6,23,82,40,96,29,45,87,13,34,84,44,16,75,67,74,69,64,2,30,66,32,92,90,48,81,19,9,25,93,51,14,43,62,52,35,18,63,7,70,72,56,39,98,79,17,46,99,49,59,65,10,37,80,4,41,38,5,55,60,20,54,1,21,36,78,3,91,57,11,31,77,53,97,86,33,58,24,47,85,8,50,94,95,76,61,83,22,27,15,88,26,68
r70,21,98,8,78,96,17,87,89,51,37,26,69,99,73,39,11,82,77,93,3,57,23,13,38,48,6,29,43,25,12,14,62,19,49,86,70,58,45,94,76,90,53,85,27,9,91,24,63,55,50,20,36,1,74,15,32,60,42,79,16,67,71,68,66,4,65,88,47,75,81,0,54,40,97,72,10,64,22,31,61,44,2,84,80,41,46,59,33,52,30,18,92,95,83,7,5,28,56,35,34
r66,27,80,81,0,64,94,61,54,79,63,66,39,96,62,31,71,13,12,67,4,33,53,29,78,93,34,98,44,97,25,49,9,3,16,21,37,52,20,76,69,5,15,24,7,83,65,47,92,22,91,82,45,8,95,42,23,85,89,55,26,58,43,35,48,51,50,70,6,87,2,88,18,68,46,32,99,17,77,86,59,57,73,74,1,72,84,19,10,38,56,40,28,90,36,41,60,14,75,30,11
r32,93,87,57,8,11,34,99,25,70,35,68,59,42,52,43,82,12,49,63,54,1,15,2,17,29,79,39,80,86,7,13,51,10,53,74,89,50,95,66,5,14,65,85,48,26,21,3,98,92,60,28,77,73,40,27,96,67,20,72,91,36,19,61,33,22,32,31,90,9,47,37,6,97,18,4,76,64,46,41,84,62,55,0,45,38,75,78,16,30,69,81,24,83,58,44,88,94,56,71,23
r92,14,10,6,3,45,63,19,55,11,18,12,51,5,37,4,69,59,30,71,60,78,92,43,57,72,65,49,85,39,54,62,42,24,36,38,8,80,82,58,53,35,48,52,90,67,46,75,56,0,27,29,16,33,41,50,40,21,32,98,70,99,81,44,68,89,93,76,74,9,34,86,1,2,64,28,13,17,20,94,84,73,77,79,96,97,47,15,31,95,26,23,25,88,61,91,87,66,7,22,83
r8,70,6,16,15,83,78,97,42,92,63,48,41,69,87,55,91,27,20,7,23,37,5,36,33,13,46,26,2,76,51,47,54,62,10,90,73,12,14,57,94,28,9,24,58,86,11,72,80,74,64,81,18,66,96,59,67,30,31,25,0,89,17,49,35,56,71,77,21,34,3,68,85,19,1,8,50,40,39,32,43,52,61,98,79,22,84,82,38,88,99,53,29,65,75,95,45,4,60,44,93
r99,54,2,38,79,78,5,88,87,57,94,24,92,10,22,46,64,66,51,18,68,33,43,3,49,16,65,36,71,90,84,32,93,0,52,17,80,85,95,99,37,29,50,6,31,21,81,41,45,27,7,15,44,9,72,63,98,89,26,8,12,25,82,42,70,76,74,14,86,13,30,53,69,28,73,67,58,20,11,91,56,55,39,48,1,77,23,35,83,4,19,97,40,47,96,60,34,61,75,59,62
