,r68,r55,r36,r14,r16,r45,r47,r46,r2,r54,r48,r99,r23,r10,r13,r100,r60,r35,r63,r84,r25,r67,r7,r70,r1,r88,r17,r27,r41,r39,r90,r72,r92,r66,r30,r95,r91,r73,r5,r33,r24,r12,r80,r4,r51,r77,r76,r49,r11,r19,r28,r57,r78,r65,r42,r83,r79,r44,r86,r21,r9,r18,r53,r69,r97,r37,r40,r3,r75,r85,r52,r93,r81,r58,r62,r38,r29,r15,r6,r32,r50,r64,r20,r89,r31,r61,r74,r43,r8,r71,r94,r26,r56,r96,r98,r87,r34,r82,r59,r22
d47,72,85,8,64,38,78,6,60,19,22,40,9,47,37,10,5,46,97,32,76,28,49,26,89,16,57,29,48,62,69,33,25,11,7,50,14,52,94,80,39,63,68,59,13,2,70,98,36,44,96,15,90,41,51,30,74,17,27,53,92,43,65,87,18,86,88,81,4,0,34,83,91,24,77,58,66,67,99,3,1,55,61,73,82,93,35,42,21,45,84,95,20,12,56,23,75,79,54,71,31
d59,10,90,22,32,73,65,80,66,5,35,89,81,94,38,18,77,41,98,50,19,40,75,67,63,25,95,53,16,76,31,26,3,34,9,48,52,55,2,60,78,23,21,6,29,4,71,74,68,51,85,61,56,39,93,20,62,70,82,43,46,91,79,33,7,24,14,69,36,15,58,54,45,97,42,99,88,17,8,87,64,0,44,84,37,11,96,59,49,83,28,13,1,92,27,30,12,86,72,47,57
d41,45,91,11,71,63,86,6,57,21,43,46,19,44,93,13,80,92,37,61,35,84,72,50,78,77,15,66,9,36,83,17,18,82,10,47,38,53,39,70,56,99,55,2,89,28,26,25,88,69,0,64,85,59,24,4,1,31,68,32,30,94,95,20,75,79,96,41,49,5,12,74,54,14,98,97,7,48,33,23,27,52,42,65,3,81,29,73,40,34,8,87,60,90,58,51,62,22,76,67,16
d48,64,34,23,11,5,56,74,15,33,71,32,42,70,47,91,81,45,2,44,48,38,96,31,30,13,6,79,97,57,22,26,18,27,76,25,75,99,65,1,37,55,72,35,24,16,66,63,98,78,59,61,87,62,83,93,89,14,46,12,67,19,3,29,90,88,9,49,36,86,85,43,68,58,8,53,17,95,10,52,73,20,51,7,77,28,60,92,80,50,40,0,41,21,54,82,69,39,94,4,84
d86,59,69,1,2,75,32,79,48,70,80,76,35,22,42,3,12,45,86,37,65,46,54,61,0,66,60,36,47,8,40,82,53,95,4,16,50,71,18,41,21,43,97,44,20,96,28,91,30,62,17,58,39,83,72,67,56,25,64,98,11,84,55,87,5,13,49,94,33,51,63,92,31,38,99,9,27,6,73,29,89,10,81,14,19,74,26,23,77,68,90,34,78,93,85,7,24,52,88,15,57
d24,98,19,32,3,18,9,6,57,22,51,76,59,44,8,35,2,23,34,15,87,0,20,27,52,38,82,66,78,68,14,47,60,99,56,26,96,80,49,69,70,11,24,7,4,73,42,85,29,90,75,33,79,61,25,16,21,10,65,97,13,1,86,77,45,41,28,53,62,5,31,94,88,93,91,81,55,40,17,30,39,63,83,54,43,48,67,12,50,36,64,84,46,71,72,58,89,74,95,37,92
d96,81,48,9,0,32,21,85,70,2,96,43,36,4,73,38,29,80,71,49,87,10,93,6,83,63,35,41,23,16,18,84,62,30,90,99,8,92,77,5,44,59,54,26,95,74,75,52,22,7,60,28,89,98,45,51,33,37,78,40,12,57,42,65,24,11,79,34,66,97,67,58,53,64,50,1,46,82,91,94,55,76,72,61,19,25,56,69,27,3,47,14,86,88,31,15,17,20,68,39,13
d43,51,13,41,64,93,31,66,4,34,87,27,24,62,43,17,84,63,77,56,37,46,81,10,92,72,91,80,0,67,20,44,79,29,59,61,19,76,82,22,57,8,26,39,55,42,14,99,75,45,54,65,53,83,9,68,18,7,86,40,28,35,36,30,69,85,58,33,2,73,23,97,1,74,25,88,89,48,98,12,94,78,49,71,90,21,70,95,11,38,50,47,52,32,6,16,96,15,3,60,5
d13,84,9,91,89,22,48,3,52,77,14,82,63,66,20,19,35,53,21,80,30,38,67,96,62,98,25,34,57,2,5,26,60,75,93,32,45,1,15,47,17,64,87,95,31,33,27,28,44,50,29,54,88,97,69,81,40,39,61,65,92,71,7,11,12,68,86,94,78,36,72,10,79,37,58,59,46,43,85,70,49,16,18,73,41,13,6,51,8,90,74,56,99,55,24,4,83,0,42,23,76
d94,44,35,46,32,72,4,93,13,55,70,94,52,62,56,50,91,74,10,33,98,97,58,18,84,95,16,27,37,82,26,53,43,76,51,1,24,65,22,66,2,75,90,19,34,78,23,71,45,14,89,28,41,81,57,73,92,20,67,36,87,17,96,99,7,30,3,64,88,21,59,60,86,8,9,0,6,29,85,12,25,48,63,15,69,11,49,77,42,40,38,61,80,39,47,54,68,79,31,5,83
d36,11,1,60,8,34,36,69,26,13,6,80,0,15,35,58,63,46,56,98,93,62,90,20,4,24,42,2,16,88,65,50,54,77,76,21,17,41,10,92,44,83,37,25,3,96,99,72,31,74,30,5,53,45,51,52,33,73,75,82,28,9,91,38,87,79,81,67,97,86,19,40,70,59,32,14,7,47,48,43,84,23,61,29,49,71,85,89,27,55,12,18,64,78,94,22,66,39,95,68,57
d73,96,21,2,51,72,11,44,27,77,61,84,17,68,59,47,71,99,30,94,15,33,64,75,39,25,55,53,87,89,26,56,97,9,46,50,13,62,10,29,66,90,80,70,60,58,52,95,45,67,24,16,5,43,3,54,93,92,41,34,1,69,63,88,57,18,32,0,38,48,91,20,83,19,31,22,36,73,78,76,6,40,81,49,65,79,37,35,85,4,74,28,12,14,8,23,86,42,82,7,98
d40,87,19,72,23,32,2,63,38,34,40,76,54,53,48,82,21,25,43,90,31,86,12,42,52,15,29,78,62,47,49,17,64,67,94,5,1,60,84,22,27,16,81,33,80,58,85,70,10,98,50,44,56,95,92,35,30,55,6,45,36,28,0,89,71,9,83,77,8,69,14,59,4,57,7,97,3,79,41,65,46,66,18,74,39,96,24,91,99,13,11,37,61,88,73,26,68,75,51,93,20
d92,54,21,94,15,95,5,20,58,84,19,65,40,2,4,85,59,33,43,26,56,52,78,66,89,7,16,63,99,50,86,62,68,72,32,64,70,28,91,69,41,13,97,83,3,75,46,14,17,31,39,71,55,22,42,12,1,25,93,79,18,30,36,81,80,34,10,53,87,49,90,9,48,57,29,61,92,51,82,77,47,6,27,24,98,45,73,8,37,0,96,60,74,76,23,11,35,44,88,38,67
d14,36,35,17,61,66,86,67,96,77,62,42,74,26,20,10,49,32,60,41,44,56,64,75,22,1,4,6,47,87,48,58,98,50,28,80,2,73,92,0,69,7,52,97,85,39,68,99,25,81,55,34,3,27,33,13,70,78,37,19,40,83,21,9,18,8,91,90,89,82,57,93,76,53,72,79,11,29,30,14,16,95,88,94,12,84,59,63,45,54,46,65,43,15,24,5,31,71,38,23,51
d75,1,99,39,78,85,74,58,29,9,57,51,49,88,19,96,37,20,53,38,64,13,41,98,93,18,46,42,87,92,31,52,16,23,83,3,48,24,82,68,0,67,79,77,72,63,25,71,34,35,8,61,2,26,65,22,36,17,15,45,43,4,81,62,59,30,70,76,73,10,86,55,90,47,40,12,28,54,97,84,50,33,7,69,32,94,60,91,95,5,89,11,6,80,44,66,56,75,27,21,14
d38,48,23,76,24,97,29,88,1,13,12,47,96,83,8,18,9,6,61,19,39,74,65,22,93,11,78,89,42,3,33,62,81,68,16,75,71,56,82,7,35,87,40,51,32,4,49,52,54,45,20,21,84,37,64,46,17,26,57,38,5,10,53,14,66,86,69,58,67,92,85,31,30,73,60,59,50,95,36,70,2,28,63,72,55,91,15,41,90,25,79,94,27,43,77,99,34,0,44,80,98
d50,6,33,4,32,37,51,69,85,34,31,13,19,0,18,5,50,88,10,72,17,21,82,80,56,40,45,73,43,63,79,41,59,11,39,7,46,47,53,54,58,99,97,3,9,12,2,74,15,60,49,89,64,96,30,87,98,81,22,35,76,75,1,65,90,28,23,42,44,61,8,55,16,25,62,48,84,93,52,71,92,70,94,86,91,95,38,24,67,14,68,66,27,29,83,20,26,57,77,78,36
d56,20,68,98,69,52,11,8,57,24,92,89,62,99,1,75,37,84,60,27,17,71,22,85,87,78,66,30,67,53,56,74,55,90,13,81,23,76,34,49,19,83,88,44,4,12,6,9,21,5,96,51,94,46,79,77,35,38,7,50,97,54,36,86,28,63,65,64,73,42,32,25,40,95,43,70,14,80,58,15,31,47,82,72,29,61,18,16,39,33,26,91,59,10,0,41,3,48,45,93,2
d61,32,58,50,75,31,18,21,7,1,91,0,30,43,97,11,45,47,27,69,73,28,59,81,56,3,88,39,46,42,23,37,67,9,76,12,41,20,78,52,57,71,36,90,17,61,34,14,44,40,83,29,33,62,63,49,95,86,5,85,26,60,72,80,22,2,87,8,66,54,79,16,77,93,53,10,51,6,92,35,89,98,99,38,96,94,84,13,15,82,4,74,64,25,55,65,19,70,68,48,24
d44,44,4,52,90,63,71,78,79,5,87,25,1,57,62,68,97,13,35,38,70,15,60,69,26,94,55,29,30,18,59,50,43,19,12,41,10,93,3,83,33,21,51,17,47,31,76,2,9,24,65,86,23,40,66,84,22,99,82,92,7,73,80,48,74,6,91,89,96,11,81,67,14,72,98,61,20,39,37,77,34,49,16,42,36,0,8,58,64,27,88,46,95,75,28,53,32,54,45,85,56
d51,21,74,33,18,91,42,70,39,76,92,22,47,44,80,86,90,57,48,62,41,7,66,87,88,19,54,40,73,34,46,1,27,71,65,31,97,3,50,28,51,2,64,16,98,84,68,61,95,9,81,6,5,59,38,79,58,78,93,83,11,55,43,26,32,56,8,13,45,75,67,60,35,94,49,72,77,85,30,23,0,17,96,53,29,24,25,69,52,4,10,36,89,15,37,14,20,12,82,63,99
d10,95,18,56,53,52,77,26,73,32,99,2,24,49,98,81,27,66,86,57,54,12,8,36,22,14,60,5,76,79,65,96,9,33,91,20,83,7,85,89,58,67,68,71,84,17,31,4,29,74,16,70,39,21,35,13,69,78,72,10,6,75,59,42,46,44,50,30,88,64,28,90,92,48,40,0,63,38,97,43,82,62,94,37,15,11,45,1,87,47,3,25,80,55,19,61,34,41,23,51,93
d29,25,35,83,11,70,92,73,2,41,3,86,7,0,82,75,27,94,93,55,79,98,47,49,21,64,59,74,65,17,90,30,72,71,4,68,13,1,81,36,52,95,38,60,24,40,57,22,18,45,29,77,89,43,28,14,33,91,66,16,8,53,54,96,26,58,48,62,23,51,6,84,99,19,9,20,69,50,87,63,34,39,5,10,88,80,76,61,32,56,46,44,15,97,12,42,37,85,67,78,31
d81,55,66,20,41,68,74,15,62,90,1,47,37,52,21,48,26,9,95,60,11,63,51,32,36,94,29,84,56,3,88,14,33,43,65,8,4,19,57,98,45,2,10,79,27,34,73,77,38,86,46,50,69,75,87,70,18,82,97,53,24,89,61,5,22,44,6,80,23,39,81,16,59,71,67,25,91,93,28,31,54,92,40,72,64,96,49,7,85,12,42,76,58,30,0,78,17,99,83,13,35
d66,82,50,66,47,33,54,94,19,99,30,46,62,69,27,5,9,41,61,20,21,75,60,71,88,42,40,10,84,92,80,72,83,90,76,3,38,70,13,53,0,85,87,68,86,43,18,17,93,81,4,78,34,77,64,35,26,48,63,65,73,44,91,15,2,57,56,11,25,36,22,32,39,12,98,7,14,59,24,96,52,23,89,95,6,79,16,31,67,28,37,29,97,51,55,58,74,8,49,1,45
d8,12,77,21,42,97,33,38,31,24,95,90,71,30,86,87,7,73,63,17,51,69,79,58,65,45,49,4,27,76,28,34,59,85,19,50,23,75,40,32,1,18,41,82,55,48,98,67,8,13,14,20,99,9,72,54,3,66,26,43,83,74,93,81,0,94,92,91,68,15,62,47,22,60,25,37,89,80,61,36,78,53,56,6,64,44,57,46,52,16,29,88,35,2,96,84,39,11,5,10,70
d65,8,43,9,19,32,46,34,17,10,26,50,37,25,94,42,81,23,52,58,99,29,33,75,92,48,6,49,88,67,22,93,1,70,76,60,57,45,89,63,62,31,71,51,55,40,64,44,77,16,84,11,39,73,78,20,66,56,38,97,69,47,95,61,59,74,90,27,5,3,72,14,36,18,21,85,87,68,2,54,13,24,53,82,12,35,91,30,86,4,79,65,80,83,28,96,15,41,7,0,98
d27,55,96,63,85,75,41,16,49,93,40,64,29,10,99,45,80,18,31,76,78,83,44,2,79,62,39,7,15,34,98,60,0,67,46,77,71,5,59,47,54,50,84,17,65,37,68,70,9,28,36,30,4,53,32,8,51,74,1,12,91,24,22,19,35,97,94,92,88,3,23,89,43,66,57,38,33,58,20,69,42,11,86,52,27,14,56,6,90,26,61,25,72,73,81,82,95,13,48,87,21
d37,60,36,87,97,24,43,72,65,66,31,16,11,17,0,25,96,58,59,35,54,23,62,83,63,91,77,29,50,34,80,68,48,88,89,78,27,94,73,95,57,84,26,47,93,70,41,18,49,67,33,2,21,4,56,38,61,32,76,71,42,79,92,15,10,40,28,52,13,7,82,69,81,98,37,19,85,75,6,30,5,22,64,8,46,45,53,1,3,9,12,14,55,99,86,74,51,90,20,39,44
d12,24,48,75,18,9,43,84,62,65,36,55,57,61,3,20,83,13,90,69,79,68,53,47,42,74,41,17,0,94,10,52,11,31,92,56,40,39,81,58,22,71,5,30,70,76,2,64,46,4,93,37,34,99,35,15,85,63,32,28,73,1,54,45,29,7,23,89,66,38,16,96,82,8,77,78,80,19,51,98,25,50,27,86,91,60,14,44,67,26,88,21,6,95,59,87,33,97,49,72,12
d62,39,5,99,23,40,79,71,14,68,77,70,62,4,76,73,69,65,10,9,33,95,58,27,29,66,94,41,32,20,98,45,56,50,49,90,3,15,81,87,54,34,93,48,74,43,84,83,38,0,61,25,36,1,88,46,80,13,67,63,53,17,18,91,2,22,44,86,52,59,92,35,28,31,42,7,89,55,16,30,21,51,26,37,12,97,57,24,96,11,64,82,47,60,8,6,19,78,85,72,75
d83,43,33,97,52,80,1,4,19,32,85,47,70,73,91,84,2,5,99,93,8,78,81,58,30,88,23,16,11,92,69,86,21,34,66,46,14,45,79,41,49,29,63,95,51,56,48,83,62,74,18,60,98,67,44,10,87,96,7,36,3,77,64,40,71,57,37,22,20,75,17,12,26,90,35,25,24,94,13,50,31,59,28,82,72,89,15,27,53,65,42,54,76,0,39,6,61,68,38,55,9
d71,41,18,74,43,85,12,42,56,55,92,72,60,44,77,89,82,39,34,28,37,52,58,11,64,90,66,7,32,73,69,84,65,88,98,48,71,20,91,16,25,99,0,13,67,19,17,15,68,35,80,24,79,4,38,81,51,1,96,5,47,86,33,10,87,63,59,61,23,70,9,21,40,57,95,36,54,3,45,93,46,94,75,30,8,26,78,6,83,2,49,76,53,97,62,14,50,29,31,22,27
